fit_ok_link_class_counts_all_asteroid_mixed_objects,fit_ok_link_class_counts_all_non_asteroid,fit_ok_link_class_counts_all_same_asteroid,fit_ok_link_class_counts_mixed_with_non_asteroid,is_good_link_class_counts_all_asteroid_mixed_objects,is_good_link_class_counts_all_non_asteroid,is_good_link_class_counts_all_same_asteroid,is_good_link_class_counts_mixed_with_non_asteroid,known_ades_exists,known_ades_mtime_utc,known_ades_rows,known_all_exists,known_all_mtime_utc,known_all_rows,known_mask15_exists,known_mask15_mtime_utc,known_mask15_rows,known_match1_exists,known_match1_mtime_utc,known_match1_rows,known_reply_exists,known_reply_mtime_utc,known_reply_text,known_status_complete,known_status_exists,known_submission_id,link_class_counts_all_asteroid_mixed_objects,link_class_counts_all_non_asteroid,link_class_counts_all_same_asteroid,link_class_counts_mixed_with_non_asteroid,night,requested_known_objects_with_ge_3_detections_linked_fraction,requested_known_objects_with_ge_3_detections_linked_objects,requested_known_objects_with_ge_3_detections_total_objects,requested_links_all_different_known,requested_links_all_non_known,requested_links_all_same_known,requested_links_known_plus_non_known,requested_mask_gaia_known_detection_delete_fraction,requested_mask_gaia_known_detection_fraction_in_masked_catalog,requested_mask_gaia_known_detections_after_mask,requested_mask_gaia_known_detections_deleted,requested_mask_gaia_known_detections_total,requested_mask_gaia_masked_catalog_total_detections,requested_orbit_fit_all_same_known_links,requested_orbit_fit_fit_ok_all_non_known_links,requested_orbit_fit_fit_ok_fraction,requested_orbit_fit_fit_ok_links,requested_orbit_fit_is_good_fraction,requested_orbit_fit_is_good_links,requested_tracklets_all_non_asteroid,requested_tracklets_one_endpoint_known,requested_tracklets_two_endpoints_different_known,requested_tracklets_two_endpoints_same_known,review_blank,review_csv_exists,review_false,review_manifest_exists,review_manifest_mtime_utc,review_manifest_n_catalog_rows,review_manifest_n_gifs_copied,review_manifest_n_gifs_missing,review_manifest_review_ades_rows,review_manifest_review_full_rows,review_mtime_utc,review_real,review_rows,submit_blank,submit_csv_exists,submit_false,submit_mtime_utc,submit_real,submit_rows,summary_exists,summary_links_total,summary_mask_gaia_known_detections,summary_mask_gaia_total_detections,summary_matched_detections_total,summary_member_rows_total,summary_mtime_utc,summary_orbit_fit_ok,summary_orbit_is_good,summary_tracklets_total,unknown_ades_exists,unknown_ades_mtime_utc,unknown_ades_rows,unknown_links_exists,unknown_links_mtime_utc,unknown_links_rows,unknown_reply_exists,unknown_reply_mtime_utc,unknown_reply_text,unknown_submission_id,unknown_validate_reply_exists,unknown_validate_reply_mtime_utc,unknown_validate_reply_text,unknown_validate_submission_id
,60,421,15,,60,421,15,True,2026-04-01T03:27:31.957320+00:00,1843,True,2026-06-19T11:13:38.002169+00:00,159380,True,2026-06-19T11:13:39.771135+00:00,3275,True,2026-06-19T11:13:38.898152+00:00,2931,True,2026-04-01T03:27:35.855235+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:27:34.643_0000BrXi,,False,2026-04-01T03:27:34.643_0000BrXi,,60,421,15,20260106,0.6887417218543046,416,604,0,60,421,15,0.16946564885496182,0.012516393254032166,2720,555,3275,217315,421,60,1.0,496,1.0,496,8890,114,1,1265,0,True,60,True,2026-06-20T01:53:21.465911+00:00,60,60,0,180,180,2026-06-20T06:45:42.600183+00:00,0,60,0,True,60,2026-06-20T06:45:42.600183+00:00,0,60,True,496,2720,217315,3275,1021,2026-06-20T01:52:17.170914+00:00,496,496,10270,True,2026-06-20T06:49:27.086286+00:00,0,True,2026-06-20T01:52:17.716995+00:00,60,False,,,,False,,,
,79,1197,11,,79,1197,11,True,2026-04-01T03:28:32.077011+00:00,5105,True,2026-06-19T11:23:01.710417+00:00,147139,True,2026-06-19T11:23:03.756378+00:00,7770,True,2026-06-19T11:23:02.743397+00:00,7352,True,2026-04-01T03:28:35.863928+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:28:34.573_0000BrXj,,False,2026-04-01T03:28:34.573_0000BrXj,,79,1197,11,20260107,0.7204968944099379,1160,1610,0,79,1197,11,0.16036036036036036,0.025688073394495414,6524,1246,7770,253970,1197,79,1.0,1287,1.0,1287,5305,66,3,3213,0,True,79,True,2026-06-20T01:56:19.105007+00:00,79,79,0,237,237,2026-06-20T06:48:05.572288+00:00,0,79,0,True,79,2026-06-20T06:48:05.572288+00:00,0,79,True,1287,6524,253970,7770,2605,2026-06-20T01:53:53.768021+00:00,1287,1287,8587,True,2026-06-20T06:49:27.568276+00:00,0,True,2026-06-20T01:53:54.324126+00:00,79,False,,,,False,,,
,27,430,11,,27,430,11,True,2026-04-01T03:29:32.004708+00:00,2253,True,2026-06-19T11:28:12.868482+00:00,81573,True,2026-06-19T11:28:14.007460+00:00,4234,True,2026-06-19T11:28:13.411471+00:00,3919,True,2026-04-01T03:29:36.334614+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:29:35.232_0000BrXk,,False,2026-04-01T03:29:35.232_0000BrXk,,27,430,11,20260108,0.5937052932761088,415,699,0,27,430,11,0.23145961265942372,0.02725315957420079,3254,980,4234,119399,430,27,1.0,468,1.0,468,2078,55,1,1447,0,True,27,True,2026-06-20T01:58:00.947705+00:00,27,27,0,81,81,2026-06-20T06:49:22.082663+00:00,0,27,0,True,27,2026-06-20T06:49:22.082663+00:00,0,27,True,468,3254,119399,4234,950,2026-06-20T01:56:37.635829+00:00,468,468,3581,True,2026-06-20T06:49:28.046267+00:00,0,True,2026-06-20T01:56:38.179955+00:00,27,False,,,,False,,,
,17,332,4,,17,332,4,True,2026-04-01T03:30:31.889407+00:00,1474,True,2026-06-19T11:33:44.945145+00:00,97433,True,2026-06-19T11:33:46.160122+00:00,3017,True,2026-06-19T11:33:45.566133+00:00,2731,True,2026-04-01T03:30:36.806301+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:30:34.689_0000BrXl,,False,2026-04-01T03:30:34.689_0000BrXl,,17,332,4,20260109,0.7266355140186916,311,428,0,17,332,4,0.14385150812064965,0.015476889522691049,2583,434,3017,166894,332,17,1.0,353,1.0,353,2608,46,2,1140,0,True,17,True,2026-06-20T01:58:38.047067+00:00,17,17,0,51,51,2026-06-20T06:49:51.435295+00:00,0,17,0,True,17,2026-06-20T06:49:51.435295+00:00,0,17,True,353,2583,166894,3017,797,2026-06-20T01:58:20.794911+00:00,353,353,3796,True,2026-06-20T06:54:28.704480+00:00,0,True,2026-06-20T01:58:21.339959+00:00,17,False,,,,False,,,
,29,505,13,,29,505,13,True,2026-04-01T03:31:31.968102+00:00,2563,True,2026-06-19T11:42:02.757645+00:00,134043,True,2026-06-19T11:42:04.467613+00:00,4992,True,2026-06-19T11:42:03.620629+00:00,4516,True,2026-04-01T03:31:35.752020+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:31:33.846_0000BrXm,,False,2026-04-01T03:31:33.846_0000BrXm,,29,505,13,20260110,0.5905325443786982,499,845,0,29,505,13,0.23798076923076922,0.019602891993424475,3804,1188,4992,194053,505,29,1.0,547,1.0,547,4543,67,0,1609,0,True,29,True,2026-06-20T01:59:59.777534+00:00,29,29,0,87,87,2026-06-20T06:50:54.707196+00:00,0,29,0,True,29,2026-06-20T06:50:54.707196+00:00,0,29,True,547,3804,194053,4992,1116,2026-06-20T01:59:04.789596+00:00,547,547,6219,True,2026-06-20T06:54:29.190471+00:00,0,True,2026-06-20T01:59:05.339108+00:00,29,False,,,,False,,,
,378,,,,378,,,True,2026-04-01T03:32:31.818802+00:00,0,True,2026-06-19T11:49:27.036163+00:00,106042,True,2026-06-19T11:49:27.778149+00:00,419,True,2026-06-19T11:49:27.357157+00:00,180,False,,,,False,,,378,,,20260111,0.0,0,1,0,378,0,0,0.9785202863961814,3.585400250181262e-05,9,410,419,251018,0,378,1.0,378,1.0,378,7670,1,0,0,0,False,0,False,,,,,,,,0,0,0,False,0,,0,0,True,378,9,251018,419,765,2026-06-20T02:00:24.815374+00:00,378,378,7671,False,,0,False,,0,False,,,,False,,,
,17,406,17,,17,406,17,True,2026-04-01T03:33:32.013495+00:00,2887,True,2026-06-19T11:56:10.689449+00:00,91060,True,2026-06-19T11:56:11.963424+00:00,5459,True,2026-06-19T11:56:11.334436+00:00,4900,True,2026-04-01T03:33:38.711349+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:33:36.609_0000BrXn,,False,2026-04-01T03:33:36.609_0000BrXn,,18,406,17,20260112,0.4671280276816609,405,867,0,18,406,17,0.3209379007144166,0.024318881082180367,3707,1752,5459,152433,406,17,0.9977324263038548,440,0.9977324263038548,440,3506,127,2,1413,0,True,16,True,2026-06-20T02:02:00.834296+00:00,17,17,0,51,51,2026-06-20T07:07:49.491381+00:00,1,17,0,True,16,2026-06-20T07:07:49.491381+00:00,1,17,True,441,3707,152433,5459,897,2026-06-20T02:00:43.399147+00:00,440,440,5048,True,2026-06-20T07:14:55.539742+00:00,3,True,2026-06-20T02:00:43.942200+00:00,17,True,2026-06-20T07:15:00.548645+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-20T07:14:59.263_0000C0fR,2026-06-20T07:14:59.263_0000C0fR,False,,,
,62,1082,16,,62,1082,16,True,2026-04-01T03:34:32.157188+00:00,5678,True,2026-06-19T12:05:22.963896+00:00,158086,True,2026-06-19T12:05:24.829860+00:00,10177,True,2026-06-19T12:05:23.914877+00:00,9501,True,2026-04-01T03:34:36.165102+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:34:34.592_0000BrXo,,False,2026-04-01T03:34:34.592_0000BrXo,,62,1082,16,20260114,0.6028735632183908,1049,1740,0,62,1082,16,0.21538763879335757,0.020651057897962826,7985,2192,10177,386663,1082,62,1.0,1160,1.0,1160,6410,144,0,3609,0,True,62,True,2026-06-20T02:05:34.321385+00:00,62,62,0,186,186,2026-06-21T03:58:47.645169+00:00,0,62,0,True,62,2026-06-21T03:58:47.645169+00:00,0,62,True,1160,7985,386663,10177,2345,2026-06-20T02:02:33.117417+00:00,1160,1160,10163,True,2026-06-21T04:01:40.069284+00:00,0,True,2026-06-20T02:02:33.686077+00:00,62,False,,,,False,,,
,47,536,8,,47,536,8,True,2026-04-01T03:35:31.987889+00:00,2749,True,2026-06-19T12:14:25.121544+00:00,151260,True,2026-06-19T12:14:26.924509+00:00,5572,True,2026-06-19T12:14:26.037526+00:00,5072,True,2026-04-01T03:35:35.127821+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:35:34.014_0000BrXp,,False,2026-04-01T03:35:34.014_0000BrXp,,47,536,8,20260115,0.6215895610913404,524,843,0,47,536,8,0.2383345297918162,0.018605548346368322,4244,1328,5572,228104,536,47,1.0,591,1.0,591,3138,56,2,1693,0,True,47,True,2026-06-20T02:07:43.124546+00:00,47,47,0,141,141,2026-06-20T08:23:21.257338+00:00,0,47,0,True,47,2026-06-20T08:23:21.257338+00:00,0,47,True,591,4244,228104,5572,1191,2026-06-20T02:06:04.429666+00:00,591,591,4889,True,2026-06-20T08:25:03.065664+00:00,0,True,2026-06-20T02:06:04.964988+00:00,47,False,,,,False,,,
,41,594,10,,41,594,10,True,2026-04-01T03:36:32.013585+00:00,2780,True,2026-06-19T12:22:20.872459+00:00,139571,True,2026-06-19T12:22:22.620426+00:00,5997,True,2026-06-19T12:22:21.752443+00:00,5521,True,2026-04-01T03:36:35.027520+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:36:33.903_0000BrXq,,False,2026-04-01T03:36:33.903_0000BrXq,,62,594,10,20260116,0.63954802259887,566,885,0,62,594,10,0.16741704185426046,0.017175841678161947,4993,1004,5997,290699,594,41,0.9684684684684685,645,0.9684684684684685,645,4364,67,3,2050,0,True,41,True,2026-06-20T02:09:13.479234+00:00,41,41,0,123,123,2026-06-20T08:24:42.371711+00:00,0,41,0,True,41,2026-06-20T08:24:42.371711+00:00,0,41,True,666,4993,290699,5997,1332,2026-06-20T02:08:12.801375+00:00,645,645,6484,True,2026-06-20T08:25:03.543655+00:00,0,True,2026-06-20T02:08:13.330505+00:00,41,False,,,,False,,,
,22,255,1,,22,255,1,True,2026-04-01T03:37:31.892284+00:00,988,True,2026-06-19T12:27:25.167645+00:00,81235,True,2026-06-19T12:27:26.196625+00:00,1869,True,2026-06-19T12:27:25.679635+00:00,1761,True,2026-04-01T03:37:36.686180+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:37:35.700_0000BrXr,,False,2026-04-01T03:37:35.700_0000BrXr,,30,255,1,20260117,0.7859424920127795,246,313,0,30,255,1,0.1032637774210808,0.020489999510978532,1676,193,1869,81796,255,22,0.972027972027972,278,0.972027972027972,278,1685,9,0,802,0,True,22,True,2026-06-20T02:09:53.781648+00:00,22,22,0,66,66,2026-06-20T08:25:38.010676+00:00,0,22,0,True,22,2026-06-20T08:25:38.010676+00:00,0,22,True,286,1676,81796,1869,574,2026-06-20T02:09:31.045223+00:00,278,278,2496,True,2026-06-20T08:30:04.571868+00:00,0,True,2026-06-20T02:09:31.553994+00:00,22,False,,,,False,,,
,4,70,1,,4,70,1,True,2026-04-01T03:38:31.913981+00:00,1271,True,2026-06-19T12:36:30.191229+00:00,128302,True,2026-06-19T12:36:32.112193+00:00,4081,True,2026-06-19T12:36:31.168211+00:00,3819,True,2026-04-01T03:38:38.031848+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:38:35.886_0000BrXs,,False,2026-04-01T03:38:35.886_0000BrXs,,5,70,1,20260119,0.17,68,400,0,5,70,1,0.13575104141141878,0.013002860850586917,3527,554,4081,271248,70,4,0.9868421052631579,75,0.9868421052631579,75,2287,29,0,703,0,True,4,True,2026-06-20T02:10:32.306567+00:00,4,4,0,12,12,2026-06-20T08:25:50.840890+00:00,0,4,0,True,4,2026-06-20T08:25:50.840890+00:00,0,4,True,76,3527,271248,4081,152,2026-06-20T02:10:26.394553+00:00,75,75,3019,True,2026-06-20T08:30:05.044859+00:00,0,True,2026-06-20T02:10:26.919928+00:00,4,False,,,,False,,,
,11,266,3,,11,266,3,True,2026-04-01T03:39:31.872678+00:00,1636,True,2026-06-19T12:46:26.968817+00:00,91904,True,2026-06-19T12:46:29.004778+00:00,3569,True,2026-06-19T12:46:27.999797+00:00,3279,True,2026-04-01T03:39:36.721573+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:39:34.633_0000BrXt,,False,2026-04-01T03:39:34.633_0000BrXt,,21,266,3,20260120,0.48282442748091603,253,524,0,21,266,3,0.15018212384421406,0.00812940577340588,3033,536,3569,373090,266,11,0.9655172413793104,280,0.9655172413793104,280,2989,28,0,804,0,True,11,True,2026-06-20T02:11:22.603156+00:00,11,11,0,33,33,2026-06-20T08:26:06.105938+00:00,0,11,0,True,11,2026-06-20T08:26:06.105938+00:00,0,11,True,290,3033,373090,3569,580,2026-06-20T02:11:06.587888+00:00,280,280,3821,True,2026-06-20T08:30:05.521850+00:00,0,True,2026-06-20T02:11:07.111154+00:00,11,False,,,,False,,,
,65,1219,5,,65,1219,5,True,2026-04-01T03:40:31.987372+00:00,4906,True,2026-06-19T12:56:24.786383+00:00,132159,True,2026-06-19T12:56:26.960341+00:00,7842,True,2026-06-19T12:56:25.894362+00:00,7455,True,2026-04-01T03:40:39.236215+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:40:35.253_0000BrXu,,False,2026-04-01T03:40:35.253_0000BrXu,,103,1219,5,20260121,0.7535121328224776,1180,1566,0,103,1219,5,0.15314970670747258,0.013943947054574773,6641,1201,7842,476264,1219,65,0.9713639788997739,1289,0.9713639788997739,1289,6358,80,0,3197,0,True,65,True,2026-06-20T02:13:27.409156+00:00,65,65,0,195,195,2026-06-21T04:07:37.873305+00:00,0,65,0,True,65,2026-06-21T04:07:37.873305+00:00,0,65,True,1327,6641,476264,7842,2657,2026-06-20T02:11:56.957232+00:00,1289,1289,9635,True,2026-06-21T04:11:40.759671+00:00,0,True,2026-06-20T02:11:57.488183+00:00,65,False,,,,False,,,
,49,1147,3,,49,1147,3,True,2026-04-01T03:41:32.051068+00:00,4806,True,2026-06-19T13:06:25.293897+00:00,160040,True,2026-06-19T13:06:27.475855+00:00,8253,True,2026-06-19T13:06:26.397876+00:00,7876,True,2026-04-01T03:41:36.283976+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:41:34.220_0000BrXv,,False,2026-04-01T03:41:34.220_0000BrXv,,84,1147,3,20260122,0.7280701754385965,1079,1482,0,84,1147,3,0.12298558100084818,0.014383971351294418,7238,1015,8253,503199,1147,49,0.9716369529983793,1199,0.9716369529983793,1199,7533,99,0,3312,0,True,49,True,2026-06-20T02:14:56.342442+00:00,49,49,0,147,147,2026-06-21T04:10:12.544576+00:00,0,49,0,True,49,2026-06-21T04:10:12.544576+00:00,0,49,True,1234,7238,503199,8253,2471,2026-06-20T02:14:04.421837+00:00,1199,1199,10944,True,2026-06-21T04:11:41.237662+00:00,0,True,2026-06-20T02:14:04.957728+00:00,49,False,,,,False,,,
1,36,1121,5,1,36,1121,5,True,2026-04-01T03:42:32.021765+00:00,4844,True,2026-06-19T13:16:24.067446+00:00,187961,True,2026-06-19T13:16:26.266403+00:00,9837,True,2026-06-19T13:16:25.177424+00:00,9448,True,2026-04-01T03:42:36.250673+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:42:34.996_0000BrXw,,False,2026-04-01T03:42:34.996_0000BrXw,1,73,1121,5,20260123,0.7210386151797603,1083,1502,1,73,1121,5,0.13693199146081123,0.018633376789265067,8490,1347,9837,455634,1121,36,0.9691666666666666,1163,0.9691666666666666,1163,5902,100,1,3682,0,True,36,True,2026-06-20T02:16:09.130863+00:00,36,36,0,108,108,2026-06-21T04:11:09.647241+00:00,0,36,0,True,36,2026-06-21T04:11:09.647241+00:00,0,36,True,1200,8490,455634,9837,2409,2026-06-20T02:15:31.989560+00:00,1163,1163,9685,True,2026-06-21T04:11:41.722652+00:00,0,True,2026-06-20T02:15:32.516042+00:00,36,False,,,,False,,,
,45,867,14,,45,867,14,True,2026-04-01T03:43:32.018462+00:00,4622,True,2026-06-19T13:27:16.166977+00:00,175862,True,2026-06-19T13:27:18.346935+00:00,8396,True,2026-06-19T13:27:17.261956+00:00,7692,True,2026-04-01T03:43:35.814379+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:43:34.209_0000BrXx,,False,2026-04-01T03:43:34.209_0000BrXx,,45,867,14,20260124,0.6004273504273504,843,1404,0,45,867,14,0.25,0.018056069299520857,6297,2099,8396,348747,867,45,1.0,926,1.0,926,5633,157,6,2903,0,True,45,True,2026-06-20T02:19:26.138493+00:00,45,45,0,135,135,2026-06-22T07:18:02.207575+00:00,0,45,0,True,45,2026-06-22T07:18:02.207575+00:00,0,45,True,926,6297,348747,8396,1871,2026-06-20T02:16:42.901956+00:00,926,926,8699,True,2026-06-22T08:38:56.190771+00:00,0,True,2026-06-20T02:16:43.431676+00:00,45,False,,,,False,,,
,55,1207,17,,55,1207,17,True,2026-04-01T03:44:31.989159+00:00,5761,True,2026-06-19T13:37:15.583518+00:00,159664,True,2026-06-19T13:37:17.766476+00:00,8205,True,2026-06-19T13:37:16.682497+00:00,7818,True,2026-04-01T03:44:36.551060+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:44:34.511_0000BrXy,,False,2026-04-01T03:44:34.511_0000BrXy,,55,1207,17,20260126,0.7633333333333333,1145,1500,0,55,1207,17,0.12407068860450944,0.01570177335876378,7187,1018,8205,457719,1207,55,1.0,1279,1.0,1279,6119,128,10,3884,0,True,55,True,2026-06-20T02:21:06.747481+00:00,55,55,0,165,165,2026-06-22T08:33:54.072086+00:00,0,55,0,True,55,2026-06-22T08:33:54.072086+00:00,0,55,True,1279,7187,457719,8205,3401,2026-06-20T02:20:01.372570+00:00,1279,1279,10141,True,2026-06-22T08:38:56.717761+00:00,0,True,2026-06-20T02:20:01.900853+00:00,55,False,,,,False,,,
,4,181,,,4,181,,True,2026-04-01T03:45:31.862859+00:00,998,True,2026-06-19T13:44:29.538223+00:00,112177,True,2026-06-19T13:44:30.959195+00:00,2431,True,2026-06-19T13:44:30.259209+00:00,2287,True,2026-04-01T03:45:38.236720+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:45:34.240_0000BrXz,,False,2026-04-01T03:45:34.240_0000BrXz,,5,181,,20260127,0.5792880258899676,179,309,0,5,181,0,0.24064171122994651,0.015386923615510285,1846,585,2431,119972,181,4,0.9946236559139785,185,0.9946236559139785,185,2674,25,0,671,0,True,4,True,2026-06-20T02:21:46.238974+00:00,4,4,0,12,12,2026-06-22T08:34:10.885304+00:00,0,4,0,True,4,2026-06-22T08:34:10.885304+00:00,0,4,True,186,1846,119972,2431,384,2026-06-20T02:21:31.653555+00:00,185,185,3370,True,2026-06-22T08:38:57.214751+00:00,0,True,2026-06-20T02:21:32.146115+00:00,4,False,,,,False,,,
,,,,,,,,True,2026-04-01T03:46:31.834556+00:00,6,True,2026-06-19T13:45:24.582170+00:00,10597,True,2026-06-19T13:45:24.828166+00:00,162,True,2026-06-19T13:45:24.705168+00:00,128,True,2026-04-01T03:46:34.839491+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:46:33.708_0000BrY0,,False,2026-04-01T03:46:33.708_0000BrY0,,,,,20260128,0.0,0,2,0,0,0,0,0.4074074074074074,0.009700889248181084,96,66,162,9896,0,0,,0,,0,24,0,0,3,0,True,0,True,2026-06-20T02:21:49.969793+00:00,0,0,0,0,0,2026-06-20T02:21:49.969695+00:00,0,0,0,False,0,,0,0,True,0,96,9896,162,0,2026-06-20T02:21:48.963035+00:00,0,0,27,False,,0,True,2026-06-20T02:21:49.456781+00:00,0,False,,,,False,,,
,18,191,,,18,191,,True,2026-04-01T03:47:31.849253+00:00,731,True,2026-06-19T13:51:41.240972+00:00,97949,True,2026-06-19T13:51:42.479948+00:00,1282,True,2026-06-19T13:51:41.865960+00:00,1179,True,2026-04-01T03:47:41.203050+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:47:40.224_0000BrY1,,False,2026-04-01T03:47:40.224_0000BrY1,,18,191,,20260129,0.7947598253275109,182,229,0,18,191,0,0.18954758190327614,0.013459595305334611,1039,243,1282,77194,191,18,1.0,209,1.0,209,2619,3,0,504,0,True,18,True,2026-06-20T02:22:32.770578+00:00,18,18,0,54,54,2026-06-22T08:34:51.746479+00:00,0,18,0,True,18,2026-06-22T08:34:51.746479+00:00,0,18,True,209,1039,77194,1282,422,2026-06-20T02:22:08.110832+00:00,209,209,3126,True,2026-06-22T08:38:57.646743+00:00,0,True,2026-06-20T02:22:08.610413+00:00,18,False,,,,False,,,
,6,206,1,,6,206,1,True,2026-04-01T03:48:31.896949+00:00,708,True,2026-06-19T13:57:41.567086+00:00,99937,True,2026-06-19T13:57:42.848062+00:00,1702,True,2026-06-19T13:57:42.220074+00:00,1631,True,2026-04-01T03:48:34.888884+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:48:33.964_0000BrY2,,False,2026-04-01T03:48:33.964_0000BrY2,,15,206,1,20260131,0.8361344537815126,199,238,0,15,206,1,0.07168037602820211,0.01461014943038911,1580,122,1702,108144,206,6,0.9594594594594594,213,0.9594594594594594,213,1602,8,0,661,0,True,6,True,2026-06-20T02:22:57.773059+00:00,6,6,0,18,18,2026-06-22T08:35:05.390240+00:00,0,6,0,True,6,2026-06-22T08:35:05.390240+00:00,0,6,True,222,1580,108144,1702,447,2026-06-20T02:22:52.276533+00:00,213,213,2271,True,2026-06-22T08:38:58.145733+00:00,0,True,2026-06-20T02:22:52.770562+00:00,6,False,,,,False,,,
,17,115,2,,17,115,2,True,2026-04-01T03:49:31.807648+00:00,463,True,2026-06-19T14:03:10.023810+00:00,100115,True,2026-06-19T14:03:11.175788+00:00,1157,True,2026-06-19T14:03:10.613799+00:00,1066,True,2026-04-01T03:49:34.200596+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:49:33.098_0000BrY3,,False,2026-04-01T03:49:33.098_0000BrY3,,17,115,2,20260201,0.7044025157232704,112,159,0,17,115,2,0.11235955056179775,0.013328488183458139,1027,130,1157,77053,115,17,1.0,134,1.0,134,2686,7,0,351,0,True,17,True,2026-06-20T02:23:26.797687+00:00,17,17,0,51,51,2026-06-22T08:35:31.365632+00:00,0,17,0,True,17,2026-06-22T08:35:31.365632+00:00,0,17,True,134,1027,77053,1157,269,2026-06-20T02:23:15.137716+00:00,134,134,3044,True,2026-06-22T08:38:58.594725+00:00,0,True,2026-06-20T02:23:15.631122+00:00,17,False,,,,False,,,
,54,462,1,,54,462,1,True,2026-04-01T03:50:31.926343+00:00,1868,True,2026-06-19T14:12:46.041802+00:00,169185,True,2026-06-19T14:12:48.065764+00:00,3448,True,2026-06-19T14:12:47.064783+00:00,3216,True,2026-04-01T03:50:40.959147+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:50:38.645_0000BrY4,,False,2026-04-01T03:50:38.645_0000BrY4,,57,462,1,20260202,0.7678883071553229,440,573,0,57,462,1,0.15806264501160092,0.019408583099891023,2903,545,3448,149573,462,54,0.9942307692307693,517,0.9942307692307693,517,6092,21,0,1412,0,True,54,True,2026-06-20T02:24:43.076063+00:00,54,54,0,162,162,2026-06-22T15:36:04.335921+00:00,0,54,0,True,54,2026-06-22T15:36:04.335921+00:00,0,54,True,520,2903,149573,3448,1046,2026-06-20T02:23:56.454721+00:00,517,517,7525,True,2026-06-22T15:38:58.203911+00:00,0,True,2026-06-20T02:23:56.956326+00:00,54,False,,,,False,,,
,14,155,9,,14,155,9,True,2026-04-01T03:51:31.845042+00:00,907,True,2026-06-19T14:19:17.885314+00:00,87895,True,2026-06-19T14:19:19.051292+00:00,2208,True,2026-06-19T14:19:18.472303+00:00,1876,True,2026-04-01T03:51:36.620938+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:51:34.659_0000BrY5,,False,2026-04-01T03:51:34.659_0000BrY5,,14,155,9,20260205,0.4783950617283951,155,324,0,14,155,9,0.365036231884058,0.007008808502554566,1402,806,2208,200034,155,14,1.0,178,1.0,178,3171,55,0,538,0,True,12,True,2026-06-20T02:25:47.968829+00:00,14,14,0,42,42,2026-06-22T15:38:53.721079+00:00,2,14,0,True,12,2026-06-22T15:38:53.721079+00:00,2,14,True,178,1402,200034,2208,357,2026-06-20T02:25:02.461186+00:00,178,178,3764,True,2026-06-22T15:49:33.749703+00:00,6,True,2026-06-20T02:25:02.957054+00:00,14,True,2026-06-22T15:49:45.750475+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-22T15:49:44.502_0000C10D,2026-06-22T15:49:44.502_0000C10D,False,,,
,14,278,7,,14,278,7,True,2026-04-01T03:52:31.876738+00:00,1497,True,2026-06-19T14:25:05.097679+00:00,74943,True,2026-06-19T14:25:06.174658+00:00,2927,True,2026-06-19T14:25:05.647668+00:00,2574,True,2026-04-01T03:52:36.666634+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:52:34.606_0000BrY6,,False,2026-04-01T03:52:34.606_0000BrY6,,14,278,7,20260206,0.5555555555555556,275,495,0,14,278,7,0.3262726340963444,0.011715570658792916,1972,955,2927,168323,278,14,1.0,299,1.0,299,2354,46,1,872,0,True,13,True,2026-06-20T02:26:52.415322+00:00,14,14,0,42,42,2026-06-22T15:40:37.728119+00:00,1,14,0,True,13,2026-06-22T15:40:37.728119+00:00,1,14,True,299,1972,168323,2927,600,2026-06-20T02:26:03.409809+00:00,299,299,3273,True,2026-06-22T15:44:23.723606+00:00,3,True,2026-06-20T02:26:03.902880+00:00,14,True,2026-06-22T15:44:30.943468+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-22T15:44:28.804_0000C10B,2026-06-22T15:44:28.804_0000C10B,False,,,
