night,provenance_path,provenance_row,trk_sub,linkage_id,detection_index,image_name,catalog_name,obj_id,source_tracklet_ids,link_tracklet_ids,groups,exp_pairs,mjd,ra_win_deg,dec_win_deg,ra_psf_deg,dec_psf_deg,ra_err_deg,dec_err_deg,x_win_px,y_win_px,mag_aper4,magerr_aper4,mag_psf,magerr_psf,flag,n_obs,n_tracklets,rms_arcsec,med_arcsec,max_arcsec,a_au,ecc,inc_deg,best_v1_kms,lin_rms_arcsec,lin_speed_arcsec_per_day,lin_dir_deg,detection_key,linkage_detection_key,final_paper_status
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,50,00000NM,232,2,OBJ_MP_0966_0078.fits.gz,OBJ_MP_0966_0078_cat.fits.gz,31596,20260208002401020099,20260208002400010034;20260208002401020099,23,1->2,61079.52171273148,109.88207817701095,22.49357205158716,109.88207708205881,22.493566317986033,5.242267351945884e-05,4.825356279170023e-05,4883.62081705364,4829.82006129704,17.719289779663086,0.04996216297149658,17.72784996032715,0.037027183920145035,0,3,2,0.09475087455301152,0.0,0.164113328787401,6.126693160724735,0.3307972358944953,22.90833527410629,16.969034439282357,0.07726060125921808,351.1547670549097,169.02965138731022,20260208::OBJ_MP_0966_0078.fits.gz::31596,20260208::232::20260208::OBJ_MP_0966_0078.fits.gz::31596,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,177,00000Ot,421,0,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,21184,20260208005700010015,20260208005700010015;20260208005701020382,56,0->1,61079.55333912037,106.36422802478297,24.01588655375792,106.36422828287249,24.015882055349977,5.6092201546675824e-05,5.126879660011241e-05,8590.777323129494,3005.0291732669357,17.20397186279297,0.03528718650341034,17.137300491333008,0.029665132984519005,0,3,2,0.061701790804972866,0.0,0.10687063659219918,2.050512343783159,0.17093891306190853,23.834939278682526,24.71927747348673,0.06598939166263401,308.40035864735273,177.3244849872605,20260208::OBJ_MP_0965_0112.fits.gz::21184,20260208::421::20260208::OBJ_MP_0965_0112.fits.gz::21184,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,178,00000Ot,421,1,OBJ_MP_0965_0144.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,22424,20260208005700010015;20260208005701020382,20260208005700010015;20260208005701020382,56,0->1;1->2,61079.58260363426,106.36144938752139,24.016022726590794,106.36145224879408,24.016010347216344,4.8631715543479004e-05,4.462932979265588e-05,8586.25269092795,2992.646977771549,17.21894073486328,0.03334258124232292,17.222288131713867,0.028224464505910873,0,3,2,0.061701790804972866,0.0,0.10687063659219918,2.050512343783159,0.17093891306190853,23.834939278682526,24.71927747348673,0.06598939166263401,308.40035864735273,177.3244849872605,20260208::OBJ_MP_0965_0144.fits.gz::22424,20260208::421::20260208::OBJ_MP_0965_0144.fits.gz::22424,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,179,00000Ot,421,2,OBJ_MP_0965_0176.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,20234,20260208005701020382,20260208005700010015;20260208005701020382,56,1->2,61079.61182277778,106.35874909681912,24.016120413473523,106.3587393274362,24.016121443513786,6.681068614966534e-05,6.124072105606615e-05,8580.637753550598,2981.5691303435956,17.165700912475586,0.0339060015976429,17.099910736083984,0.02963174693286419,0,3,2,0.061701790804972866,0.0,0.10687063659219918,2.050512343783159,0.17093891306190853,23.834939278682526,24.71927747348673,0.06598939166263401,308.40035864735273,177.3244849872605,20260208::OBJ_MP_0965_0176.fits.gz::20234,20260208::421::20260208::OBJ_MP_0965_0176.fits.gz::20234,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,186,00000Ow,435,0,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,55204,20260208005700010316,20260208005700010316;20260208005701020633,56,0->1,61079.55333912037,108.03194118540044,23.136272469843632,108.03194077451272,23.136268817000882,4.660783436349902e-05,4.265603780595484e-05,5811.346419923173,7746.9831721087085,17.335750579833984,0.040150996297597885,17.339311599731445,0.03243860602378845,0,3,2,0.11905266595080409,0.0,0.206205266203318,9.12936086379938,0.5508995583566482,22.839404493491408,18.318631320004993,0.0919845575073687,286.0683384504843,166.75394862177575,20260208::OBJ_MP_0965_0112.fits.gz::55204,20260208::435::20260208::OBJ_MP_0965_0112.fits.gz::55204,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,187,00000Ow,435,1,OBJ_MP_0965_0144.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,59184,20260208005700010316;20260208005701020633,20260208005700010316;20260208005701020633,56,0->1;1->2,61079.58260363426,108.02952915093762,23.136775967897847,108.02953197257399,23.136771948017614,3.571542232805314e-05,3.2888635168148994e-05,5808.081015393084,7735.8896451303835,17.23436737060547,0.03412777557969093,17.236927032470703,0.0259948018938303,0,3,2,0.11905266595080409,0.0,0.206205266203318,9.12936086379938,0.5508995583566482,22.839404493491408,18.318631320004993,0.0919845575073687,286.0683384504843,166.75394862177575,20260208::OBJ_MP_0965_0144.fits.gz::59184,20260208::435::20260208::OBJ_MP_0965_0144.fits.gz::59184,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,188,00000Ow,435,2,OBJ_MP_0965_0176.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,53610,20260208005701020633,20260208005700010316;20260208005701020633,56,1->2,61079.61182277778,108.02702182402709,23.13733733896536,108.02702331640317,23.13733472602464,4.3886322515618303e-05,4.018566429664361e-05,5804.1295669169285,7725.372834794932,17.175338745117188,0.034573160111904144,17.18063735961914,0.028079409152269363,0,3,2,0.11905266595080409,0.0,0.206205266203318,9.12936086379938,0.5508995583566482,22.839404493491408,18.318631320004993,0.0919845575073687,286.0683384504843,166.75394862177575,20260208::OBJ_MP_0965_0176.fits.gz::53610,20260208::435::20260208::OBJ_MP_0965_0176.fits.gz::53610,retained_after_posthoc_audit
20260210,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260210/20260210_unknown_review_full.fits,3,00000P2,35,0,OBJ_MP_0701_0034.fits.gz,OBJ_MP_0701_0034_cat.fits.gz,9048,20260210000300010010,20260210000300010010;20260210000301020059,2,0->1,61081.46447868056,119.77281631820996,14.235502915299456,119.77283722275534,14.235514450806757,0.00019165663516673703,0.00018521508697944,1522.5041080543244,2418.2570756539326,18.712482452392578,0.14844895899295807,18.9854736328125,0.14000676572322845,0,3,2,0.3759209478089134,0.0,0.6511141812344862,1.2730882428891959,0.02113895769780018,19.761057181804002,25.845322797190974,0.401660515048673,1472.2655467031855,138.70949408606538,20260210::OBJ_MP_0701_0034.fits.gz::9048,20260210::35::20260210::OBJ_MP_0701_0034.fits.gz::9048,retained_after_posthoc_audit
20260210,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260210/20260210_unknown_review_full.fits,4,00000P2,35,1,OBJ_MP_0701_0063.fits.gz,OBJ_MP_0701_0063_cat.fits.gz,9577,20260210000300010010;20260210000301020059,20260210000300010010;20260210000301020059,2,0->1;1->2,61081.49198965278,119.76433131168722,14.242985140640837,119.76429995502478,14.243065585136652,0.00017234058778115013,0.00016713226814246696,1537.9526541752464,2384.735110025935,18.701133728027344,0.1301325559616089,19.105466842651367,0.12698446214199066,0,3,2,0.3759209478089134,0.0,0.6511141812344862,1.2730882428891959,0.02113895769780018,19.761057181804002,25.845322797190974,0.401660515048673,1472.2655467031855,138.70949408606538,20260210::OBJ_MP_0701_0063.fits.gz::9577,20260210::35::20260210::OBJ_MP_0701_0063.fits.gz::9577,retained_after_posthoc_audit
20260210,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260210/20260210_unknown_review_full.fits,5,00000P2,35,2,OBJ_MP_0701_0092.fits.gz,OBJ_MP_0701_0092_cat.fits.gz,9750,20260210000301020059,20260210000300010010;20260210000301020059,2,1->2,61081.519510625,119.75536963681162,14.250354124515427,119.75531984023556,14.250319686895015,0.00018840447374657288,0.0001830667956692622,1555.2869389573202,2351.213492492596,19.134740829467773,0.1823427677154541,19.494064331054688,0.17292575538158417,0,3,2,0.3759209478089134,0.0,0.6511141812344862,1.2730882428891959,0.02113895769780018,19.761057181804002,25.845322797190974,0.401660515048673,1472.2655467031855,138.70949408606538,20260210::OBJ_MP_0701_0092.fits.gz::9750,20260210::35::20260210::OBJ_MP_0701_0092.fits.gz::9750,retained_after_posthoc_audit
20260213,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260213/20260213_unknown_review_full.fits,69,00000RM,350,0,OBJ_MP_0699_0095.fits.gz,OBJ_MP_0699_0095_cat.fits.gz,30394,20260213001600010027,20260213001600010027;20260213001601020070,15,0->1,61084.5157884375,115.19730123368052,15.027052657671872,115.19730408939773,15.027051930348039,0.00011741236076545647,0.00011397834152049313,834.7642287644828,5059.1029462262095,19.0084285736084,0.1581384390592575,18.95909881591797,0.10723326355218887,0,3,2,0.15885807208159938,0.0,0.2751502520377691,1.4313588831659494,0.0917721547524057,22.934573429037986,27.295273119447923,0.1327767269226828,472.81219039932523,167.09367394751888,20260213::OBJ_MP_0699_0095.fits.gz::30394,20260213::350::20260213::OBJ_MP_0699_0095.fits.gz::30394,retained_after_posthoc_audit
20260213,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260213/20260213_unknown_review_full.fits,70,00000RM,350,1,OBJ_MP_0699_0123.fits.gz,OBJ_MP_0699_0123_cat.fits.gz,29340,20260213001600010027;20260213001601020070,20260213001600010027;20260213001601020070,15,0->1;1->2,61084.54259320602,115.19381710719264,15.027797852897523,115.19383981071243,15.027800622580154,0.0001323230523695429,0.00012743076882237858,832.1375705991653,5045.019152971005,18.836196899414062,0.13712777197360992,18.919189453125,0.10508040338754654,0,3,2,0.15885807208159938,0.0,0.2751502520377691,1.4313588831659494,0.0917721547524057,22.934573429037986,27.295273119447923,0.1327767269226828,472.81219039932523,167.09367394751888,20260213::OBJ_MP_0699_0123.fits.gz::29340,20260213::350::20260213::OBJ_MP_0699_0123.fits.gz::29340,retained_after_posthoc_audit
20260213,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260213/20260213_unknown_review_full.fits,71,00000RM,350,2,OBJ_MP_0699_0151.fits.gz,OBJ_MP_0699_0151_cat.fits.gz,29418,20260213001601020070,20260213001600010027;20260213001601020070,15,1->2,61084.56936758102,115.19019918636387,15.02862442129517,115.19020219655219,15.028684236937037,0.00014254281661862933,0.00013783404730283166,829.1161658229629,5028.3998562798,18.97908592224121,0.1534942388534546,19.028738021850586,0.11098555475473404,0,3,2,0.15885807208159938,0.0,0.2751502520377691,1.4313588831659494,0.0917721547524057,22.934573429037986,27.295273119447923,0.1327767269226828,472.81219039932523,167.09367394751888,20260213::OBJ_MP_0699_0151.fits.gz::29418,20260213::350::20260213::OBJ_MP_0699_0151.fits.gz::29418,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,0,00000UH,90,0,OBJ_MP_1107_0038.fits.gz,OBJ_MP_1107_0038_cat.fits.gz,2273,20260216000800010006,20260216000800010006;20260216000801020039,7,0->1,61087.4491971875,124.9994641679511,21.17834902149121,124.99946055561311,21.17834916595521,2.524222348654348e-05,2.3623942293937716e-05,1264.0950684799343,1329.0346111551476,16.187015533447266,0.021077290177345276,16.197490692138672,0.016549967229366302,0,3,2,0.03305592815652205,0.0,0.0572545470584428,2.694123225758034,0.5218309111234035,21.81567915100756,10.171662356324347,0.020010884385774218,711.0068866882181,154.44598363731478,20260216::OBJ_MP_1107_0038.fits.gz::2273,20260216::90::20260216::OBJ_MP_1107_0038.fits.gz::2273,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,1,00000UH,90,1,OBJ_MP_1107_0066.fits.gz,OBJ_MP_1107_0066_cat.fits.gz,2695,20260216000800010006;20260216000801020039,20260216000800010006;20260216000801020039,7,0->1;1->2,61087.476148298614,124.99430327354555,21.18065128115042,124.99430026722146,21.180651090893598,2.0105528946601225e-05,1.881005362136534e-05,1263.882834519162,1307.3023329330572,16.171228408813477,0.01576044037938118,16.190805435180664,0.013323691673576832,0,3,2,0.03305592815652205,0.0,0.0572545470584428,2.694123225758034,0.5218309111234035,21.81567915100756,10.171662356324347,0.020010884385774218,711.0068866882181,154.44598363731478,20260216::OBJ_MP_1107_0066.fits.gz::2695,20260216::90::20260216::OBJ_MP_1107_0066.fits.gz::2695,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,2,00000UH,90,2,OBJ_MP_1107_0094.fits.gz,OBJ_MP_1107_0094_cat.fits.gz,2393,20260216000801020039,20260216000800010006;20260216000801020039,7,1->2,61087.5030824537,124.98916717722585,21.18293976394975,124.98916663655629,21.18294002007821,2.8911712547596835e-05,2.6854215512628343e-05,1264.5722888805233,1283.3424279571254,16.199462890625,0.01656212843954563,16.191118240356445,0.01468505896627903,0,3,2,0.03305592815652205,0.0,0.0572545470584428,2.694123225758034,0.5218309111234035,21.81567915100756,10.171662356324347,0.020010884385774218,711.0068866882181,154.44598363731478,20260216::OBJ_MP_1107_0094.fits.gz::2393,20260216::90::20260216::OBJ_MP_1107_0094.fits.gz::2393,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,3,00000UI,208,0,OBJ_MP_0971_0044.fits.gz,OBJ_MP_0971_0044_cat.fits.gz,20889,20260216001400010038,20260216001400010038;20260216001401020086,13,0->1,61087.45504572917,124.99833406726037,21.17883599077176,124.99832933509309,21.17883810995212,3.148331161639817e-05,2.935265100134643e-05,8269.11308300901,7814.848165176449,16.253971099853516,0.019524285569787025,16.22252655029297,0.017003819346427917,0,3,2,0.02194978819997458,0.0,0.038018148377731785,2.298790120806364,0.08647597756215417,21.278821523459488,21.4236532763111,0.03298037418519207,711.659040660151,154.39595290348586,20260216::OBJ_MP_0971_0044.fits.gz::20889,20260216::208::20260216::OBJ_MP_0971_0044.fits.gz::20889,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,4,00000UI,208,1,OBJ_MP_0971_0072.fits.gz,OBJ_MP_0971_0072_cat.fits.gz,23398,20260216001400010038;20260216001401020086,20260216001400010038;20260216001401020086,13,0->1;1->2,61087.48198363426,124.99319516886875,21.18115359183483,124.9931976076364,21.181172497200166,2.5554251379844573e-05,2.389755398013449e-05,8268.428681831765,7792.4158505426285,16.208492279052734,0.015914244577288628,16.177295684814453,0.013880785554647446,0,3,2,0.02194978819997458,0.0,0.038018148377731785,2.298790120806364,0.08647597756215417,21.278821523459488,21.4236532763111,0.03298037418519207,711.659040660151,154.39595290348586,20260216::OBJ_MP_0971_0072.fits.gz::23398,20260216::208::20260216::OBJ_MP_0971_0072.fits.gz::23398,retained_after_posthoc_audit
20260216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/20260216_unknown_review_full.fits,5,00000UI,208,2,OBJ_MP_0971_0100.fits.gz,OBJ_MP_0971_0100_cat.fits.gz,22931,20260216001401020086,20260216001400010038;20260216001401020086,13,1->2,61087.50886100694,124.98804527451816,21.183433343885532,124.98804887833208,21.183448246416024,2.817728757520399e-05,2.6531864040890696e-05,8269.610469871204,7767.038089396494,16.26806640625,0.016029784455895424,16.236574172973633,0.014275110326707363,0,3,2,0.02194978819997458,0.0,0.038018148377731785,2.298790120806364,0.08647597756215417,21.278821523459488,21.4236532763111,0.03298037418519207,711.659040660151,154.39595290348586,20260216::OBJ_MP_0971_0100.fits.gz::22931,20260216::208::20260216::OBJ_MP_0971_0100.fits.gz::22931,retained_after_posthoc_audit
20260309,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260309/20260309_unknown_review_full.fits,3,000011l,35,0,OBJ_MP_1402_0036.fits.gz,OBJ_MP_1402_0036_cat.fits.gz,8987,20260309000600010017,20260309000600010017;20260309000601020043;20260309000602030064,5,0->1,61108.69579305556,197.23727256925253,0.5829845105414654,197.23727561298367,0.5829957465423365,6.874333922723963e-05,6.85456208695534e-05,505.80862220796826,6902.703310029995,17.41551971435547,0.06026839092373848,17.469337463378906,0.0464644618332386,0,4,3,0.19100792233934008,0.12905353879018322,0.2843855296271108,7.738314405051875,0.4701688556333134,19.16655243394908,17.835479709754274,0.127688709559028,355.1821089478304,141.5235322882326,20260309::OBJ_MP_1402_0036.fits.gz::8987,20260309::35::20260309::OBJ_MP_1402_0036.fits.gz::8987,retained_after_posthoc_audit
20260309,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260309/20260309_unknown_review_full.fits,4,000011l,35,1,OBJ_MP_1402_0057.fits.gz,OBJ_MP_1402_0057_cat.fits.gz,8262,20260309000600010017;20260309000601020043,20260309000600010017;20260309000601020043;20260309000602030064,5,0->1;1->2,61108.71573802083,197.23574446629488,0.5842917768748269,197.2357549593326,0.5842752757518511,8.95448724236303e-05,8.963183343857484e-05,504.59790682699446,6896.085196178389,17.369564056396484,0.06672745943069458,17.56490135192871,0.0539659783244133,0,4,3,0.19100792233934008,0.12905353879018322,0.2843855296271108,7.738314405051875,0.4701688556333134,19.16655243394908,17.835479709754274,0.127688709559028,355.1821089478304,141.5235322882326,20260309::OBJ_MP_1402_0057.fits.gz::8262,20260309::35::20260309::OBJ_MP_1402_0057.fits.gz::8262,retained_after_posthoc_audit
20260309,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260309/20260309_unknown_review_full.fits,5,000011l,35,2,OBJ_MP_1402_0078.fits.gz,OBJ_MP_1402_0078_cat.fits.gz,7242,20260309000601020043;20260309000602030064,20260309000600010017;20260309000601020043;20260309000602030064,5,1->2;2->3,61108.73568081018,197.23416509149604,0.5855050494413799,197.23416349680787,0.5855024139851623,8.361741234352849e-05,8.381026125392488e-05,505.00326435372256,6890.244182147788,17.43415641784668,0.0835968479514122,17.48928451538086,0.0633903294801712,0,4,3,0.19100792233934008,0.12905353879018322,0.2843855296271108,7.738314405051875,0.4701688556333134,19.16655243394908,17.835479709754274,0.127688709559028,355.1821089478304,141.5235322882326,20260309::OBJ_MP_1402_0078.fits.gz::7242,20260309::35::20260309::OBJ_MP_1402_0078.fits.gz::7242,retained_after_posthoc_audit
20260309,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260309/20260309_unknown_review_full.fits,6,000011l,35,3,OBJ_MP_1402_0194.fits.gz,OBJ_MP_1402_0194_cat.fits.gz,5587,20260309000602030064;20260309000602030065,20260309000600010017;20260309000601020043;20260309000602030064,5,2->3,61108.845871550926,197.22568085546067,0.5922342437458554,197.2256016226094,0.5922481552163577,0.00015881276277696088,0.00015919013070464505,513.4095458922263,6887.84374382315,17.324201583862305,0.11258648335933685,17.44342613220215,0.09380190819501877,0,4,3,0.19100792233934008,0.12905353879018322,0.2843855296271108,7.738314405051875,0.4701688556333134,19.16655243394908,17.835479709754274,0.127688709559028,355.1821089478304,141.5235322882326,20260309::OBJ_MP_1402_0194.fits.gz::5587,20260309::35::20260309::OBJ_MP_1402_0194.fits.gz::5587,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,168,000012m,730,0,OBJ_MP_1111_0218.fits.gz,OBJ_MP_1111_0218_cat.fits.gz,12130,20260310006600010026,20260310006600010026;20260310006601020075,65,0->1,61109.643039027775,137.6177889406773,19.55423987148547,137.61780551599912,19.55423426463533,0.00010227855773337069,9.660665023503157e-05,4916.657670725088,5915.026762717943,18.29674530029297,0.08428918570280075,18.513507843017578,0.06762295216321945,0,3,2,0.036453635271891376,0.0,0.06313954841150077,2.104123273384414,0.001959615895071008,17.879904708746757,20.573518708531882,0.03425733072894137,577.4396697887792,140.24291005620327,20260310::OBJ_MP_1111_0218.fits.gz::12130,20260310::730::20260310::OBJ_MP_1111_0218.fits.gz::12130,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,169,000012m,730,1,OBJ_MP_1111_0237.fits.gz,OBJ_MP_1111_0237_cat.fits.gz,11491,20260310006600010026;20260310006601020075,20260310006600010026;20260310006601020075,65,0->1;1->2,61109.66339591435,137.61512571444212,19.556348289512414,137.61520206560687,19.556302379652802,0.00015983973037236865,0.00015116418684257837,4920.172999962961,5910.289445430736,18.29751205444336,0.08887000381946564,18.630741119384766,0.08218667656183243,0,3,2,0.036453635271891376,0.0,0.06313954841150077,2.104123273384414,0.001959615895071008,17.879904708746757,20.573518708531882,0.03425733072894137,577.4396697887792,140.24291005620327,20260310::OBJ_MP_1111_0237.fits.gz::11491,20260310::730::20260310::OBJ_MP_1111_0237.fits.gz::11491,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,170,000012m,730,2,OBJ_MP_1111_0256.fits.gz,OBJ_MP_1111_0256_cat.fits.gz,11439,20260310006601020075,20260310006600010026;20260310006601020075,65,1->2,61109.68379255787,137.6124560028642,19.558420431311028,137.61250002251955,19.558466382495382,0.00012163892765215678,0.0001148329002305104,4925.04667738767,5907.031933929076,18.176530838012695,0.08138789981603622,18.56931495666504,0.07887469232082367,0,3,2,0.036453635271891376,0.0,0.06313954841150077,2.104123273384414,0.001959615895071008,17.879904708746757,20.573518708531882,0.03425733072894137,577.4396697887792,140.24291005620327,20260310::OBJ_MP_1111_0256.fits.gz::11439,20260310::730::20260310::OBJ_MP_1111_0256.fits.gz::11439,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,231,000012H,1026,0,OBJ_MP_1402_0335.fits.gz,OBJ_MP_1402_0335_cat.fits.gz,9490,20260310010800010015,20260310010800010015;20260310010801020034,107,0->1,61109.762196145835,197.15530759782365,0.6492812129381488,197.1553157042692,0.6492816464972043,4.805350246783746e-05,4.795152513936696e-05,701.7092070782414,6634.877631743064,17.2771053314209,0.042880475521087646,17.438472747802734,0.03367335721850395,0,3,2,0.03964011368722687,0.0,0.0686586909240834,7.672505887849127,0.465624392151104,19.037866922219614,17.80789261632792,0.03242928807514419,366.56531100911553,141.96601867862503,20260310::OBJ_MP_1402_0335.fits.gz::9490,20260310::1026::20260310::OBJ_MP_1402_0335.fits.gz::9490,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,232,000012H,1026,1,OBJ_MP_1402_0360.fits.gz,OBJ_MP_1402_0360_cat.fits.gz,8788,20260310010800010015;20260310010801020034,20260310010800010015;20260310010801020034,107,0->1;1->2,61109.78664079861,197.15334990980924,0.650795890950309,197.153371879267,0.6507787874537537,6.0731432228067206e-05,6.0872359274655174e-05,699.0096614410357,6629.5120894709535,17.28966522216797,0.048829514533281326,17.488422393798828,0.03988434001803398,0,3,2,0.03964011368722687,0.0,0.0686586909240834,7.672505887849127,0.465624392151104,19.037866922219614,17.80789261632792,0.03242928807514419,366.56531100911553,141.96601867862503,20260310::OBJ_MP_1402_0360.fits.gz::8788,20260310::1026::20260310::OBJ_MP_1402_0360.fits.gz::8788,retained_after_posthoc_audit
20260310,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/20260310_unknown_review_full.fits,233,000012H,1026,2,OBJ_MP_1402_0385.fits.gz,OBJ_MP_1402_0385_cat.fits.gz,9375,20260310010801020034,20260310010800010015;20260310010801020034,107,1->2,61109.811160289355,197.1513803754254,0.6523530329271278,197.15140088676714,0.6523500928289456,4.706955508027022e-05,4.726049974412838e-05,701.2674365661501,6628.994274249238,17.272886276245117,0.04663590341806412,17.480560302734375,0.03519773110747337,0,3,2,0.03964011368722687,0.0,0.0686586909240834,7.672505887849127,0.465624392151104,19.037866922219614,17.80789261632792,0.03242928807514419,366.56531100911553,141.96601867862503,20260310::OBJ_MP_1402_0385.fits.gz::9375,20260310::1026::20260310::OBJ_MP_1402_0385.fits.gz::9375,retained_after_posthoc_audit
20260311,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260311/20260311_unknown_review_full.fits,198,000013V,1139,0,OBJ_MP_1402_0297.fits.gz,OBJ_MP_1402_0297_cat.fits.gz,10677,20260311009000010030,20260311009000010030;20260311009001020051,89,0->1,61110.74243268518,197.07819105128473,0.7107208006696828,197.07819469889841,0.7107074644245116,3.5994594043131656e-05,3.633717521644986e-05,901.0426598756063,6358.570155373497,17.272306442260742,0.037643928080797195,17.47951316833496,0.030082806944847107,0,3,2,0.04606961329385989,0.003073585126505738,0.07973569389932904,1.5029072143168811,0.1350098129372073,23.85267930959282,27.830515159900013,0.03897739651455214,371.6322934891143,142.54470568581297,20260311::OBJ_MP_1402_0297.fits.gz::10677,20260311::1139::20260311::OBJ_MP_1402_0297.fits.gz::10677,retained_after_posthoc_audit
20260311,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260311/20260311_unknown_review_full.fits,199,000013V,1139,1,OBJ_MP_1402_0323.fits.gz,OBJ_MP_1402_0323_cat.fits.gz,9809,20260311009000010030;20260311009001020051,20260311009000010030;20260311009001020051,89,0->1;1->2,61110.76767074074,197.0761146045194,0.7123267367633851,197.076123108927,0.7123076879879005,4.579516431135744e-05,4.60984126585684e-05,899.6646208520846,6353.190779496289,17.28526496887207,0.04330207034945488,17.531423568725586,0.03575041890144348,0,3,2,0.04606961329385989,0.003073585126505738,0.07973569389932904,1.5029072143168811,0.1350098129372073,23.85267930959282,27.830515159900013,0.03897739651455214,371.6322934891143,142.54470568581297,20260311::OBJ_MP_1402_0323.fits.gz::9809,20260311::1139::20260311::OBJ_MP_1402_0323.fits.gz::9809,retained_after_posthoc_audit
20260311,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260311/20260311_unknown_review_full.fits,200,000013V,1139,2,OBJ_MP_1402_0349.fits.gz,OBJ_MP_1402_0349_cat.fits.gz,7089,20260311009001020051,20260311009000010030;20260311009001020051,89,1->2,61110.79298002315,197.07404847937445,0.7138941446692194,197.07406769320102,0.7138826384154628,6.429444493960546e-05,6.396628334159882e-05,900.6640101378208,6350.224957365233,17.331134796142578,0.06966042518615723,17.500574111938477,0.0506267324090004,0,3,2,0.04606961329385989,0.003073585126505738,0.07973569389932904,1.5029072143168811,0.1350098129372073,23.85267930959282,27.830515159900013,0.03897739651455214,371.6322934891143,142.54470568581297,20260311::OBJ_MP_1402_0349.fits.gz::7089,20260311::1139::20260311::OBJ_MP_1402_0349.fits.gz::7089,retained_after_posthoc_audit
