row_order,link_key,origin_night,trk_sub,linkage_id,n_obs,n_tracklets,unique_detection_n,fit_ok,is_good,rms_arcsec,median_residual_arcsec,max_arcsec,a_au,ecc,inc_deg,raan_deg,argp_deg,nu_deg,best_v1_kms,linear_rms_arcsec,speed_arcsec_per_hour,direction_deg,first_mjd,median_mjd,last_mjd,median_ra_deg,median_dec_deg,median_mag_aper4,time_span_hours,ecliptic_lon_j2000_deg,ecliptic_lat_j2000_deg,solar_elongation_deg,nearest_astronomical_twilight,nearest_twilight_abs_hours,nearest_twilight_signed_hours,final_paper_status,review_notes,source_gif,linear_motion_candidate_group_id,candidate_group_link_count,candidate_group_distinct_night_count,candidate_group_cross_night_primary_edge_count,candidate_group_has_cross_night_primary_edge,candidate_group_is_singleton,candidate_group_interpretation,jpl_first_pass_status,jpl_first_pass_object_name,jpl_first_pass_separation_arcsec,jpl_first_pass_strict_candidate,jpl_first_pass_plausible_candidate,jpl_second_pass_status,jpl_second_pass_object_name,jpl_second_pass_separation_arcsec,jpl_second_pass_numerically_confirmed_candidate,jpl_evidence_scope,mpc_evidence_status,mpc_evidence_source,mpc_submission_id,mpc_ingest_state,mpc_identification,provisional_designation,known_object_id,identity_guardrail,retained_link_source_path,input_manifest_hash
43,20260407|0000188|1081,20260407,0000188,1081,3,2,3,True,True,0.15408852271263287,0.0,0.26688915020151105,1.647459687612105,0.21090634189468957,22.618673546102094,5.456064097068353,189.29232237811533,0.015719005151549358,28.74595320140162,0.16581681792699315,16.60817294154198,166.61146174919747,61137.71112136574,61137.73254207176,61137.754085960645,187.11635618951505,7.296214967555942,18.627365112304688,1.0311502777040005,183.61808477480034,9.519462132472238,163.192947988659,dawn,2.550876046414487,-2.550876046414487,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260407/gifs/0000188_link1081_20260407.gif,LMG029,4,2,4,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260407/L4/20260407_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
44,20260407|000018c|1098,20260407,000018c,1098,3,2,3,True,True,0.2558224991978587,0.0,0.44309756632993963,8.88722533916371,0.5386636614529757,26.990573821561632,16.969249594669588,171.41700858671396,0.0031635164831381297,18.246225362964555,0.20422336786117692,17.87824278146143,167.42961412659025,61137.712952222224,61137.73439467593,61137.755915752314,187.11619934927137,7.296246420859296,18.530046463012695,1.0311247221543454,183.61792746827683,9.519428697280574,163.19134324497438,dawn,2.5064135463908315,-2.5064135463908315,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260407/gifs/000018c_link1098_20260407.gif,LMG029,4,2,4,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260407/L4/20260407_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
45,20260410|000018E|394,20260410,000018E,394,3,2,3,True,True,0.23147313587175564,0.0,0.4009232319171748,1.6075587813190408,0.19132040000110162,22.382073478232616,5.311150906933848,191.5594876276812,0.015609897602061263,28.512528127248856,0.2242064337393679,17.59037528296359,166.04727901899216,61140.671568425925,61140.69307555556,61140.71458409722,186.77547754383227,7.373185275481573,18.735841751098633,1.032376111135818,183.2727668161974,9.454653987702924,160.46790830047772,dawn,3.404251084139105,-3.404251084139105,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260410/gifs/000018E_link0394_20260410.gif,LMG029,4,2,4,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260410/L4/20260410_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
46,20260410|000018H|420,20260410,000018H,420,3,2,3,True,True,0.07170966785190146,0.0,0.12420478811338187,8.75950012665033,0.5319367613959053,25.368456246150878,17.51464156385377,171.3559565111637,0.0031613480210567414,18.206296239962008,0.0547450745019165,17.14996584610631,166.34794389308334,61140.67341614583,61140.69492429398,61140.71644438658,186.7753448218944,7.373283696917185,18.597091674804688,1.0326777779264376,183.27260460620434,9.45469146249491,160.46616843109905,dawn,3.3598813620046712,-3.3598813620046712,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260410/gifs/000018H_link0420_20260410.gif,LMG029,4,2,4,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260410/L4/20260410_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
47,20260410|000018w|159,20260410,000018w,159,4,3,4,True,True,0.28814758107979715,0.07752810050803974,0.5550438617397856,4.37153308557641,0.062113926781343934,7.859269049431287,181.57853900020368,4.9389724104996455,0.0034045801201711117,15.159564940070387,0.2284717879854429,27.133411124031895,132.395333638191,61140.65090431713,61140.674274687495,61140.70655618056,182.57660070011468,3.4169619333107937,18.31671142578125,1.335644722217694,181.00424899930235,4.159133645020746,160.15601838941785,dawn,3.855471917660907,-3.855471917660907,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260410/gifs/000018w_link0159_20260410.gif,LMG030,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260410/L4/20260410_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
48,20260420|000019o|807,20260420,000019o,807,3,2,3,True,True,0.12421746401157788,0.0,0.2151509588554114,4.478614251382347,0.17385159975270809,1.6012997666574944,21.3156119214583,167.074978354688,0.0032760252261517194,16.77640301147273,0.10142221077524427,20.848023560682908,131.37555339454292,61150.64612646991,61150.668297986114,61150.68979505787,181.56302590712642,4.589836653007128,18.324832916259766,1.0480461110710166,179.6051743586297,4.8315082824435045,149.05018576207553,dusk,3.489075698889792,3.489075698889792,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260420/gifs/000019o_link0807_20260420.gif,LMG031,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260420/L4/20260420_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
49,20260422|00001aJ|102,20260422,00001aJ,102,3,2,3,True,True,0.3325064186619596,0.0,0.5759180109652824,5.666186964234914,0.2764093340542679,1.907383198679204,163.63575693567873,24.353580446325072,0.0029492438065454665,16.618666467587996,0.2703033914540655,18.6037942656878,128.28349097207945,61152.563889756944,61152.585856550926,61152.60786592593,181.40948256214065,4.785196238117394,18.508499145507812,1.055428055638913,179.38611697841407,4.949550335428325,146.970515294886,dusk,1.4621780934976414,1.4621780934976414,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260422/gifs/00001aJ_link0102_20260422.gif,LMG032,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260422/L4/20260422_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
50,20260503|00001d1|389,20260503,00001d1,389,3,2,3,True,True,0.28578281995425303,0.0,0.49499036409107505,1.2115618329779139,0.0729951766912974,20.595289561172127,3.199592680327334,29.234143161729865,-179.9860167577929,25.15141573014832,0.26210312821765847,14.019228771218009,174.31503999259138,61163.67019888889,61163.69213002315,61163.71388142361,184.30553642405536,7.789939589643245,18.32927131652832,1.048380833293777,180.83190637361668,8.854716450910084,137.1977736607963,dawn,2.7275541645940393,-2.7275541645940393,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260503/gifs/00001d1_link0389_20260503.gif,LMG033,3,3,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260503/L4/20260503_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
51,20260508|00001eC|186,20260508,00001eC,186,6,5,6,True,True,0.3515618028100171,0.3067271633157094,0.5425378379984998,3.0900342160307046,0.32684615136583944,23.363418465233305,17.991079682287975,354.3399444945485,-179.99515104081044,12.06864057306095,0.22777863196354053,13.781549972064575,175.96453855875774,61168.543215543985,61168.593456979164,61168.64277741898,183.84643726069,7.830379235471375,18.42607593536377,2.3894849998760037,180.39400492529242,8.709161106843242,132.15692303983374,dusk,1.2437118919333443,1.2437118919333443,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260508/gifs/00001eC_link0186_20260508.gif,LMG033,3,3,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260508/L4/20260508_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
52,20260509|00001fm|221,20260509,00001fm,221,3,2,3,True,True,0.35691104328689155,0.003073585126505738,0.6181804198896,1.6813433099427144,0.22680872075965364,20.41713054871724,3.4413230352675965,222.08181789793537,0.020473043374736967,28.934092391280142,0.3301523721121004,10.173645096859444,140.9491849158586,61169.65443891204,61169.68824444444,61169.71003380787,215.57755111919946,-0.4448191984476714,19.168703079223633,1.334277499874588,213.42672729324585,12.96044429681899,160.08278414128193,dawn,2.654479120974429,-2.654479120974429,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260509/gifs/00001fm_link0221_20260509.gif,LMG035,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260509/L4/20260509_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
53,20260509|00001fs|311,20260509,00001fs,311,3,2,3,True,True,0.25669496600229547,0.0,0.4446087231631413,-4.590713854099277,1.893107285139874,12.230224938479274,349.65957175048356,230.81145871539272,0.005621170907067379,25.01977822073868,0.207790454197055,9.643783461433555,123.60799624101013,61169.63651894676,61169.65841542824,61169.692192152776,217.8354788459766,-6.8621406156905795,19.104774475097656,1.3361569443368353,217.70831139665697,7.620660500102077,166.69049290098044,dusk,2.7772221443010494,2.7772221443010494,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260509/gifs/00001fs_link0311_20260509.gif,LMG034,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260509/L4/20260509_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
54,20260512|00001fU|105,20260512,00001fU,105,3,2,3,True,True,0.2286259804939655,0.003073585126505738,0.39597988578329507,1.0445012478565936,0.2446131790101224,19.625092219374572,1.293680731705253,36.382712787325005,-179.98297946477737,22.70419693383312,0.2265898912503116,13.601040563703721,177.7973282157651,61172.54825599537,61172.57021942129,61172.60715791667,183.4967801566483,7.849555001471338,18.213409423828125,1.4136461112066172,180.0653607816085,8.587651755831693,128.08110057463483,dusk,0.5842385720461607,0.5842385720461607,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260512/gifs/00001fU_link0105_20260512.gif,LMG033,3,3,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,(2015 HR206),134.1,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260512/L4/20260512_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
55,20260530|00001gL|73,20260530,00001gL,73,3,2,3,True,True,0.0914014832679895,0.0,0.15831201290731442,0.904440473886306,0.4373527671301636,17.864103039041535,352.3890545876834,57.96718200534192,-179.9892322152065,19.594741547080133,0.09792146302036127,4.760476350723918,164.91327015205044,61190.57043309028,61190.59204358796,61190.613609768516,190.08159339792013,4.667637690848427,16.7623348236084,1.036240277637262,187.41499654034249,8.28206541475126,118.27457542911061,dusk,0.6846836622571573,0.6846836622571573,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260530/gifs/00001gL_link0073_20260530.gif,LMG036,3,2,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.1245,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.3651,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260530/L4/20260530_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
56,20260530|00001gM|75,20260530,00001gM,75,3,2,3,True,True,0.13112362283119852,0.0,0.22711277681613426,0.896872089830674,0.4494820755259309,17.86890520346914,352.4141437119607,57.96614091444849,-179.9893753271378,19.382383319218714,0.15118143260545297,5.635733956742789,166.55300712169313,61190.61646689815,61190.63801819445,61190.659536493054,190.08007001984174,4.66805150677744,16.728836059570312,1.0336702776839957,187.41342214578717,8.281844567948589,118.22955427518227,dusk,1.7880742179695517,1.7880742179695517,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260530/gifs/00001gM_link0075_20260530.gif,LMG036,3,2,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.1903,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.5465,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260530/L4/20260530_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
57,20260601|00001h1|9,20260601,00001h1,9,3,2,3,True,True,0.01711299773348307,0.0,0.029640581544203716,0.946366023097585,0.7963451533903043,11.234064239353767,348.6661807500844,44.912643387006305,-179.99567662129488,10.308988378330465,0.02598939022962518,8.45299015124751,194.34694486910774,61192.54048708333,61192.562040833334,61192.58357695602,182.10453188220467,7.756902508993796,18.16482162475586,1.034156944602728,178.82647697305606,7.94909239630375,107.94142626475889,dusk,0.07506090175593272,-0.07506090175593272,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260601/gifs/00001h1_link0009_20260601.gif,LMG037,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,160142 (2001 DG101),47.31,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260601/L4/20260601_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
58,20260601|00001h8|82,20260601,00001h8,82,3,2,3,True,True,0.0039679813360358465,0.0,0.0068727452774991205,1.6824973720798422,0.4858864250380904,9.492940911884268,355.8438978345807,33.448299370000896,-179.99614942637487,13.506805534669551,0.008412050918642599,4.092942880742204,166.8455975589077,61192.558191550925,61192.579758935186,61192.601267199076,190.02775945960477,4.6820226927719615,16.672510147094727,1.0338155556237325,187.35945648199183,8.274040404535288,116.34039204528885,dusk,0.35017354268347844,0.35017354268347844,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260601/gifs/00001h8_link0082_20260601.gif,LMG036,3,2,2,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.1299,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.3119,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260601/L4/20260601_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
