healpix_nside,pixel,ecliptic_lon_deg,ecliptic_lat_deg,detection_count
64,17420,-162.421875,16.957763300004146,17
64,17421,-161.015625,16.957763300004146,20
64,17422,-159.609375,16.957763300004146,30
64,17423,-158.203125,16.957763300004146,10
64,17424,-156.796875,16.957763300004146,6
64,17425,-155.390625,16.957763300004146,34
64,17426,-153.984375,16.957763300004146,36
64,17427,-152.578125,16.957763300004146,57
64,17428,-151.171875,16.957763300004146,60
64,17429,-149.765625,16.957763300004146,79
64,17430,-148.359375,16.957763300004146,51
64,17431,-146.953125,16.957763300004146,110
64,17432,-145.546875,16.957763300004146,54
64,17433,-144.140625,16.957763300004146,77
64,17434,-142.734375,16.957763300004146,99
64,17435,-141.328125,16.957763300004146,60
64,17436,-139.921875,16.957763300004146,67
64,17437,-138.515625,16.957763300004146,33
64,17438,-137.109375,16.957763300004146,7
64,17439,-135.703125,16.957763300004146,19
64,17440,-134.296875,16.957763300004146,7
64,17441,-132.890625,16.957763300004146,11
64,17442,-131.484375,16.957763300004146,7
64,17443,-130.078125,16.957763300004146,2
64,17444,-128.671875,16.957763300004146,11
64,17446,-125.859375,16.957763300004146,12
64,17447,-124.453125,16.957763300004146,15
64,17448,-123.046875,16.957763300004146,12
64,17449,-121.64062500000011,16.957763300004146,30
64,17450,-120.234375,16.957763300004146,12
64,17451,-118.828125,16.957763300004146,16
64,17452,-117.421875,16.957763300004146,10
64,17453,-116.015625,16.957763300004146,9
64,17454,-114.609375,16.957763300004146,4
64,17455,-113.203125,16.957763300004146,6
64,17456,-111.79687500000006,16.957763300004146,5
64,17457,-110.390625,16.957763300004146,4
64,17458,-108.984375,16.957763300004146,15
64,17459,-107.578125,16.957763300004146,9
64,17460,-106.17187500000011,16.957763300004146,6
64,17461,-104.765625,16.957763300004146,6
64,17462,-103.359375,16.957763300004146,10
64,17463,-101.95312500000006,16.957763300004146,9
64,17464,-100.546875,16.957763300004146,41
64,17465,-99.140625,16.957763300004146,15
64,17466,-97.734375,16.957763300004146,15
64,17467,-96.32812500000006,16.957763300004146,15
64,17468,-94.921875,16.957763300004146,2
64,17469,-93.515625,16.957763300004146,22
64,17470,-92.109375,16.957763300004146,1
64,17471,-90.70312500000006,16.957763300004146,11
64,17472,-89.296875,16.957763300004146,5
64,17473,-87.890625,16.957763300004146,7
64,17474,-86.48437500000006,16.957763300004146,13
64,17475,-85.078125,16.957763300004146,13
64,17476,-83.671875,16.957763300004146,3
64,17478,-80.85937500000006,16.957763300004146,23
64,17479,-79.453125,16.957763300004146,1
64,17480,-78.046875,16.957763300004146,3
64,17481,-76.640625,16.957763300004146,5
64,17482,-75.23437500000006,16.957763300004146,10
64,17483,-73.828125,16.957763300004146,1
64,17484,-72.421875,16.957763300004146,8
64,17485,-71.01562500000006,16.957763300004146,8
64,17486,-69.609375,16.957763300004146,24
64,17487,-68.203125,16.957763300004146,7
64,17488,-66.796875,16.957763300004146,1
64,17489,-65.39062500000006,16.957763300004146,3
64,17490,-63.984375,16.957763300004146,7
64,17491,-62.578125,16.957763300004146,1
64,17494,-58.359375,16.957763300004146,3
64,17502,-47.109375,16.957763300004146,2
64,17504,-44.296875,16.957763300004146,3
64,17506,-41.48437500000006,16.957763300004146,1
64,17515,-28.828125,16.957763300004146,1
64,17516,-27.421875,16.957763300004146,2
64,17519,-23.203125,16.957763300004146,5
64,17520,-21.796875,16.957763300004146,3
