object_key,asteroid_number,asteroid_name,detection_count,night_count,first_mjd,last_mjd,join_method,join_status,catalog_number,catalog_name,catalog_epoch,a_au,ecc,inc_deg,H_mag,mean_anomaly_epoch_deg,arg_peri_deg,node_deg,mean_motion_deg_day,time_baseline_days,orbit_class
N:201714,201714,2003 UA179,1,1,61109.67126909722,61109.67126909722,number,matched,201714,2003 UA179,2026-03-01,3.01780295,0.13080279,3.975295,15.86,60.889235,21.158716,48.225927,0.18800428840686603,0.0,Main belt
N:13064,13064,Haemhouts,8,3,61109.642280266205,61136.51021226852,number,matched,13064,Haemhouts,2026-03-01,2.37499024,0.12698709,7.436595,15.09,89.655694,278.860503,125.649557,0.2692844837487997,26.867932002314774,Main belt
N:24493,24493,McCommon,3,1,61109.642280266205,61109.68303366898,number,matched,24493,McCommon,2026-03-01,2.91435987,0.03528195,3.175768,14.76,291.080303,147.018904,72.5543,0.19810220365613798,0.04075340277631767,Main belt
N:61797,61797,2000 QO183,1,1,61109.642280266205,61109.642280266205,number,matched,61797,2000 QO183,2026-03-01,2.2842751,0.22691989,3.774606,15.76,118.301461,339.655268,30.496899,0.2854837975940417,0.0,Main belt
N:67143,67143,2000 AY170,7,3,61109.642280266205,61136.54635087963,number,matched,67143,2000 AY170,2026-03-01,2.62122883,0.2409448,9.504445,14.24,98.50675,253.491263,130.161839,0.2322451588324566,26.904070613425574,Main belt
N:86541,86541,2000 DJ105,1,1,61109.642280266205,61109.642280266205,number,matched,86541,2000 DJ105,2026-03-01,2.40792226,0.09720365,4.894625,16.33,307.831595,100.834547,108.959882,0.26377909958423684,0.0,Main belt
N:110473,110473,2001 TY55,1,1,61109.642280266205,61109.642280266205,number,matched,110473,2001 TY55,2026-03-01,2.75526774,0.03116046,3.834247,15.58,52.034065,355.047638,97.10438,0.21550550218762335,0.0,Main belt
N:266282,266282,2007 BA7,1,1,61109.642280266205,61109.642280266205,number,matched,266282,2007 BA7,2026-03-01,2.42464938,0.14084536,3.155475,17.07,340.709171,79.910726,94.998761,0.26105418225812105,0.0,Main belt
N:242615,242615,2005 JO129,1,1,61109.66263539352,61109.66263539352,number,matched,242615,2005 JO129,2026-03-01,3.08700729,0.20448381,3.769098,16.22,342.342739,80.94956,94.622881,0.181717850582915,0.0,Main belt
N:113904,113904,2002 TQ276,1,1,61109.68303366898,61109.68303366898,number,matched,113904,2002 TQ276,2026-03-01,3.08004985,0.02710199,7.761787,14.94,356.982185,145.789651,4.097128,0.1823339143498066,0.0,Main belt
N:404391,404391,2013 GC46,2,2,61109.68303366898,61135.55620006944,number,matched,404391,2013 GC46,2026-03-01,2.71340211,0.10880779,4.691452,17.33,303.544528,138.331631,76.885457,0.22051230871233224,25.873166400459013,Main belt
N:77079,77079,2001 DX30,1,1,61109.63785521991,61109.63785521991,number,matched,77079,2001 DX30,2026-03-01,2.5996027,0.1022871,13.330266,15.45,239.973093,140.811569,137.7794,0.23514925370813225,0.0,Main belt
N:82221,82221,2001 HO55,5,2,61109.63785521991,61110.53293228009,number,matched,82221,2001 HO55,2026-03-01,2.37230626,0.10535761,6.555279,15.76,263.764151,138.357311,119.802624,0.2697416076263727,0.8950770601804834,Main belt
N:77978,77978,2002 JD21,4,3,61109.54541428241,61115.62265340278,number,matched,77978,2002 JD21,2026-03-01,2.30097405,0.15727923,3.785135,16.16,276.170473,227.054343,27.038911,0.2823816636981075,6.077239120371814,Main belt
N:125232,125232,2001 UM161,1,1,61109.54541428241,61109.54541428241,number,matched,125232,2001 UM161,2026-03-01,2.23997818,0.02980597,3.929254,16.49,6.282735,83.318973,62.546212,0.2939939491686438,0.0,Main belt
N:26812,26812,1985 RQ2,11,5,61109.764405636575,61150.69962732639,number,matched,26812,1985 RQ2,2026-03-01,2.18076949,0.18674033,4.246264,15.25,177.918931,310.054708,54.951884,0.30604791841341616,40.93522168981144,Main belt
N:37298,37298,2001 BU80,4,2,61109.764405636575,61110.769893460645,number,matched,37298,2001 BU80,2026-03-01,5.1333217,0.0121331,13.709314,11.86,273.059043,106.888164,171.208778,0.0847434910394932,1.00548782406986,Jupiter Trojan region
N:83429,83429,2001 SG46,10,6,61109.764405636575,61168.642951030095,number,matched,83429,2001 SG46,2026-03-01,2.39225387,0.19171665,5.384519,16.04,292.021241,126.717364,144.199135,0.2663748235722898,58.878545393519744,Main belt
N:251341,251341,2007 OO9,9,4,61109.788837314816,61150.70746462963,number,matched,251341,2007 OO9,2026-03-01,1.98598271,0.06313204,23.060947,16.61,240.322582,129.646698,176.718839,0.35216069232842684,40.91862731481524,Inner belt / Hungaria
N:8614,8614,Svedhem,7,3,61109.77013103009,61168.65172743056,number,matched,8614,Svedhem,2026-03-01,3.14643836,0.19653507,3.112468,13.11,204.78872,258.29601,93.66256,0.1765937103902719,58.88159640046797,Main belt
N:45609,45609,2000 DN46,8,3,61109.77013103009,61168.65258886574,number,matched,45609,2000 DN46,2026-03-01,2.96150471,0.09779602,9.351529,14.08,239.099301,149.013522,168.694897,0.1933906318254886,58.88245783565071,Main belt
N:46332,46332,2001 QD276,6,3,61109.77013103009,61168.65172743056,number,matched,46332,2001 QD276,2026-03-01,3.05552437,0.10910155,10.516499,13.56,180.826838,336.812479,30.747006,0.18453359645978729,58.88159640046797,Main belt
N:107809,107809,2001 FL59,3,2,61109.77013103009,61110.77695650463,number,matched,107809,2001 FL59,2026-03-01,2.32770397,0.10388621,3.340894,16.27,16.212036,82.018956,79.69757,0.2775316085803718,1.0068254745419836,Main belt
N:129636,129636,1998 HF89,3,2,61109.77013103009,61150.70551079861,number,matched,129636,1998 HF89,2026-03-01,2.53103082,0.11133977,5.831076,15.64,65.45506,63.510072,42.70426,0.24476985101837934,40.93537976851803,Main belt
N:189805,189805,2002 JU114,3,2,61109.77013103009,61110.77695650463,number,matched,189805,2002 JU114,2026-03-01,2.87752313,0.14138678,8.524313,15.48,3.299705,10.473009,169.051719,0.2019183733639257,1.0068254745419836,Main belt
N:12188,12188,Kalaallitnunaat,6,4,61109.79461341435,61168.59016167824,number,matched,12188,Kalaallitnunaat,2026-03-01,2.29829277,0.23139859,5.236345,14.84,208.218726,214.46849,133.186053,0.28287596436090373,58.79554826389358,Main belt
N:21678,21678,Lindner,4,3,61109.81913084491,61172.62368297454,number,matched,21678,Lindner,2026-03-01,2.54516735,0.15200908,7.606228,14.5,167.14095,213.760435,162.116907,0.24273341095417317,62.80455212962988,Main belt
N:53612,53612,2000 CD85,4,3,61109.81913084491,61150.684844814816,number,matched,53612,2000 CD85,2026-03-01,2.38313402,0.07173583,3.073986,16.19,11.243341,50.482103,118.836229,0.2679053424578071,40.86571396990621,Main belt
N:59827,59827,1999 RF32,6,4,61109.81913084491,61164.60597467593,number,matched,59827,1999 RF32,2026-03-01,2.55764192,0.16593161,12.323009,14.71,117.697748,245.528643,167.180808,0.2409597265312115,54.786843831017904,Main belt
N:163855,163855,2003 SU86,1,1,61109.81913084491,61109.81913084491,number,matched,163855,2003 SU86,2026-03-01,2.5462999,0.16719543,5.668808,16.73,165.231178,227.157782,151.051598,0.24257148355094565,0.0,Main belt
N:21749,21749,1999 RM172,4,2,61109.775797256945,61110.78260914352,number,matched,21749,1999 RM172,2026-03-01,2.55832715,0.25483574,6.122479,13.89,137.673293,259.049467,137.040353,0.24086292395251943,1.0068118865747238,Main belt
N:25123,25123,1998 RA78,2,1,61109.77783881944,61109.82686584491,number,matched,25123,1998 RA78,2026-03-01,2.93142063,0.05893283,3.279605,14.27,76.311243,14.640761,90.039441,0.19637530111091298,0.049027025466784835,Main belt
N:27063,27063,Richardmontano,4,2,61109.77783881944,61168.631092407406,number,matched,27063,Richardmontano,2026-03-01,2.19004509,0.06594737,3.814029,15.71,85.916278,306.386686,144.400868,0.3041056500846162,58.85325358796399,Main belt
N:34189,34189,Ambatipudi,3,1,61109.77783881944,61109.82686584491,number,matched,34189,Ambatipudi,2026-03-01,2.48116168,0.1034426,6.535637,14.81,87.02128,284.944196,162.888624,0.2521862920094484,0.049027025466784835,Main belt
N:48221,48221,2001 KA41,5,2,61109.77783881944,61168.65474375,number,matched,48221,2001 KA41,2026-03-01,2.61313535,0.13335941,13.902026,14.82,253.29418,130.79503,177.440281,0.23332496870983221,58.87690493055561,Main belt
N:50821,50821,2000 FC34,2,1,61109.77783881944,61109.82686584491,number,matched,50821,2000 FC34,2026-03-01,2.65545874,0.13177902,3.605959,15.37,29.681469,36.711717,110.005591,0.22776906398659874,0.049027025466784835,Main belt
N:73989,73989,1998 ED12,7,3,61109.77783881944,61172.62874385417,number,matched,73989,1998 ED12,2026-03-01,2.29537167,0.10353047,6.93533,15.16,283.909007,234.251572,38.164137,0.28341611990020127,62.850905034727475,Main belt
N:85614,85614,1998 HR36,3,1,61109.77783881944,61109.82686584491,number,matched,85614,1998 HR36,2026-03-01,3.16783657,0.15147899,9.221273,14.71,14.099706,138.734806,29.664856,0.17480744360834122,0.049027025466784835,Main belt
N:306857,306857,2001 SR169,2,1,61109.77783881944,61109.82686584491,number,matched,306857,2001 SR169,2026-03-01,2.60770362,0.42543531,26.968557,15.88,313.746806,265.802972,12.251417,0.23405435641109892,0.049027025466784835,Mars-crosser
N:32691,32691,4269 T-1,1,1,61109.80232552083,61109.80232552083,number,matched,32691,4269 T-1,2026-03-01,3.11712391,0.10297391,3.123574,14.95,32.659657,65.843193,82.288251,0.1790906753438099,0.0,Main belt
N:50309,50309,2000 CO40,1,1,61109.80232552083,61109.80232552083,number,matched,50309,2000 CO40,2026-03-01,2.62820218,0.12878361,5.713843,15.49,79.282466,300.781842,152.690292,0.2313214559006966,0.0,Main belt
N:12462,12462,1997 AO5,12,3,61109.840850416665,61136.854653194445,number,matched,12462,1997 AO5,2026-03-01,2.5257956,0.19748863,5.756785,13.76,182.847017,295.764235,77.134173,0.24553124742308657,27.013802777779347,Main belt
N:18806,18806,Zachpenn,6,3,61109.840850416665,61163.734571469904,number,matched,18806,Zachpenn,2026-03-01,2.74698933,0.10761673,4.978257,14.49,314.596331,86.138014,160.39222,0.216480416608611,53.89372105323855,Main belt
N:38390,38390,1999 RO187,4,2,61109.840850416665,61136.78804290509,number,matched,38390,1999 RO187,2026-03-01,2.82669525,0.01806313,3.464821,14.32,165.433335,293.81949,94.740623,0.20738893918116327,26.94719248842739,Main belt
N:49358,49358,1998 WZ14,4,2,61109.840850416665,61136.80274616898,number,matched,49358,1998 WZ14,2026-03-01,2.40621606,0.11640764,3.51849,15.51,66.19341,15.082404,96.100941,0.26405971009126944,26.961895752312557,Main belt
N:17318,17318,2091 T-1,5,2,61109.86965033565,61136.833615625,number,matched,17318,2091 T-1,2026-03-01,2.74783679,0.16109136,13.355954,13.9,221.46085,164.590196,179.510597,0.2163802772833624,26.963965289352927,Main belt
N:66684,66684,1999 TY36,2,2,61109.86965033565,61136.761820381944,number,matched,66684,1999 TY36,2026-03-01,2.57052718,0.06848753,21.861181,14.55,121.602296,238.688278,185.891084,0.23915021371646822,26.892170046296087,Main belt
N:14545,14545,1997 SK25,1,1,61109.844706145836,61109.844706145836,number,matched,14545,1997 SK25,2026-03-01,2.97963624,0.09784628,9.970185,13.79,172.156873,213.102529,171.98366,0.1916281037885512,0.0,Main belt
N:23601,23601,1995 YC5,5,2,61109.844706145836,61136.80953947917,number,matched,23601,1995 YC5,2026-03-01,2.33215195,0.22218251,3.167593,15.21,292.998629,192.458053,90.082414,0.2767380070384183,26.964833333331626,Main belt
N:31785,31785,1999 KK13,3,2,61109.844706145836,61136.79483222222,number,matched,31785,1999 KK13,2026-03-01,2.75764338,0.06859364,4.105686,14.4,170.279231,307.972326,77.141634,0.21522708336549004,26.95012607638637,Main belt
N:49609,49609,1999 FO29,4,2,61109.844706145836,61136.79483222222,number,matched,49609,1999 FO29,2026-03-01,3.06350631,0.0534427,10.93966,13.58,213.351234,308.427566,39.410592,0.18381286532774024,26.95012607638637,Main belt
N:53214,53214,1999 CZ82,4,2,61109.844706145836,61136.81634819444,number,matched,53214,1999 CZ82,2026-03-01,2.4245923,0.07457617,6.826424,15.32,40.55276,95.601105,49.940499,0.2610634009587804,26.971642048607464,Main belt
N:55369,55369,2001 SX224,3,2,61109.844706145836,61136.79483222222,number,matched,55369,2001 SX224,2026-03-01,2.41211159,0.15361972,3.16384,15.76,349.868461,131.235662,71.915757,0.2630922049059062,26.95012607638637,Main belt
N:78493,78493,2002 RS62,1,1,61109.844706145836,61109.844706145836,number,matched,78493,2002 RS62,2026-03-01,2.61781125,0.09468854,13.777402,14.77,258.683799,128.971591,178.087775,0.2327001049662864,0.0,Main belt
N:573778,573778,2009 SE378,1,1,61109.844706145836,61109.844706145836,number,matched,573778,2009 SE378,2026-03-01,3.54159447,0.06412183,10.434028,16.23,99.768197,44.418719,46.500404,0.1478787692932538,0.0,Outer belt / Hilda
N:54978,54978,2001 PZ49,1,1,61109.873508032404,61109.873508032404,number,matched,54978,2001 PZ49,2026-03-01,2.6846266,0.05440036,13.400037,14.64,123.140542,35.199327,31.030988,0.22406717585521596,0.0,Main belt
N:83281,83281,2001 RH86,2,2,61109.873508032404,61164.672852800926,number,matched,83281,2001 RH86,2026-03-01,3.05611624,0.05643866,9.768719,13.97,280.199,106.765858,176.407195,0.18447999185042047,54.79934476852213,Main belt
N:3130,3130,Hillary,7,3,61109.84932508102,61136.81634819444,number,matched,3130,Hillary,2026-03-01,2.46423099,0.20049846,4.220255,13.45,213.505067,244.319249,109.700763,0.25478974926166814,26.96702311342233,Main belt
N:4864,4864,Nimoy,7,3,61109.84932508102,61136.81634819444,number,matched,4864,Nimoy,2026-03-01,2.46750374,0.1781639,3.620676,13.61,236.460225,241.759968,94.092238,0.254283010458829,26.96702311342233,Main belt
N:8787,8787,Ignatenko,6,3,61109.84932508102,61164.69618493056,number,matched,8787,Ignatenko,2026-03-01,3.14865034,0.16408889,10.57106,12.6,147.902252,357.077866,47.741741,0.1764076529843801,54.846859849538305,Main belt
N:10440,10440,van Swinden,5,3,61109.84932508102,61136.79300571759,number,matched,10440,van Swinden,2026-03-01,2.23332179,0.12137525,4.190746,15.6,280.790791,229.403902,56.108129,0.29530929644192033,26.943680636570207,Main belt
N:24436,24436,2000 ES56,5,3,61109.84932508102,61164.672852800926,number,matched,24436,2000 ES56,2026-03-01,2.37473921,0.23620279,5.575102,14.24,217.130121,201.602962,152.348915,0.26932718334507877,54.82352771990554,Main belt
N:28748,28748,2000 GH161,7,3,61109.84932508102,61137.80670538195,number,matched,28748,2000 GH161,2026-03-01,2.40266306,0.19377797,5.785416,13.93,294.635483,214.476212,65.9602,0.26464565424332775,27.95738030092616,Main belt
N:31471,31471,Sallyalbright,7,3,61109.84932508102,61136.81451724537,number,matched,31471,Sallyalbright,2026-03-01,2.2284797,0.07867371,6.047438,14.29,78.042284,64.491735,40.38402,0.2962723009382932,26.96519216435263,Main belt
N:49091,49091,1998 RZ70,6,3,61109.84932508102,61157.600079247684,number,matched,49091,1998 RZ70,2026-03-01,2.35741748,0.16353559,4.590329,15.23,336.397688,168.545276,53.964258,0.27230105541315053,47.75075416666368,Main belt
N:74261,74261,1998 SO84,5,2,61109.84932508102,61157.6009309838,number,matched,74261,1998 SO84,2026-03-01,2.34926269,0.19066644,6.139961,15.54,331.90894,192.213628,38.578881,0.27372010733112556,47.751605902776646,Main belt
N:80721,80721,2000 CS24,8,4,61109.84932508102,61140.767498483794,number,matched,80721,2000 CS24,2026-03-01,2.37492393,0.12102572,6.065747,15.52,34.39533,355.249557,154.045403,0.2692957618229299,30.91817340277339,Main belt
N:165444,165444,2000 YK104,2,2,61109.878139016204,61110.830146423614,number,matched,165444,2000 YK104,2026-03-01,2.5728089,0.20936606,4.359021,15.46,40.01221,58.29079,75.574161,0.23883214530663646,0.9520074074098375,Main belt
N:447,447,Valentine,40,9,61109.85395648148,61164.767034247685,number,matched,447,Valentine,2026-03-01,2.98440585,0.04573494,4.797902,9.05,173.517806,316.125466,71.738964,0.19116890382281287,54.9130777662067,Main belt
N:2693,2693,Yan'an,17,4,61109.85217358796,61130.687819039355,number,matched,2693,Yan'an,2026-03-01,2.23890194,0.18085787,7.29967,13.12,140.182404,346.278671,59.735442,0.29420595894684265,20.835645451392338,Main belt
N:5728,5728,Umbertobenvenuti,10,4,61109.85395648148,61164.71696185185,number,matched,5728,Umbertobenvenuti,2026-03-01,2.26178647,0.09429576,4.242663,13.86,174.035487,227.249879,154.332666,0.2897521526349843,54.863005370374594,Main belt
N:7139,7139,Tsubokawa,29,10,61109.85395648148,61164.76237134259,number,matched,7139,Tsubokawa,2026-03-01,2.99791639,0.02129282,9.783967,12.9,17.527899,5.754099,175.735975,0.18987806578928962,54.90841486111458,Main belt
N:7144,7144,Dossobuono,24,9,61109.85395648148,61164.719107557874,number,matched,7144,Dossobuono,2026-03-01,2.41442727,0.14359452,6.273481,13.92,248.349932,168.223976,154.661669,0.2627137976157792,54.865151076395705,Main belt
N:9226,9226,Arimahiroshi,7,3,61109.85395648148,61164.69618493056,number,matched,9226,Arimahiroshi,2026-03-01,2.86150518,0.0385261,3.270289,13.57,103.452197,336.722651,114.67415,0.20361617235744062,54.84222844908072,Main belt
N:15174,15174,4649 P-L,10,6,61109.85395648148,61164.67681925926,number,matched,15174,4649 P-L,2026-03-01,3.00831783,0.03168014,10.843143,13.34,128.070203,246.156239,183.324296,0.18889414524292011,54.82286277777894,Main belt
N:16989,16989,1999 CX,34,9,61109.85395648148,61164.745419039355,number,matched,16989,1999 CX,2026-03-01,2.2252625,0.1618145,3.525051,14.89,295.075468,199.523351,77.315477,0.29691504197009944,54.891462557876366,Main belt
N:23565,23565,1994 WB,3,2,61109.85395648148,61157.600079247684,number,matched,23565,1994 WB,2026-03-01,2.57037837,0.20505779,13.39679,13.92,224.52109,314.040712,34.976567,0.23917098213258792,47.7461227662061,Main belt
N:26631,26631,2000 GE136,18,8,61109.85395648148,61157.60880342592,number,matched,26631,2000 GE136,2026-03-01,3.01211757,0.13623513,10.716013,13.31,216.932583,173.788217,180.687684,0.18853682740027014,47.75484694444458,Main belt
N:26687,26687,2001 FH54,2,2,61109.85395648148,61157.578981631945,number,matched,26687,2001 FH54,2026-03-01,2.60083522,0.1655451,13.810269,13.88,115.506066,34.655513,33.480536,0.2349821198102257,47.725025150466536,Main belt
N:31041,31041,1996 KD,27,10,61109.85395648148,61164.7237812963,number,matched,31041,1996 KD,2026-03-01,2.42301983,0.11999183,3.760642,14.83,350.558172,114.244032,91.10892,0.2613175761146024,54.869824814821186,Main belt
N:31462,31462,Brchnelova,13,7,61109.85395648148,61157.606664074076,number,matched,31462,Brchnelova,2026-03-01,2.22644073,0.07930746,3.451291,15.33,47.76159,59.900087,79.13386,0.2966793824813015,47.75270759259729,Main belt
N:76863,76863,2000 XD13,5,4,61109.85395648148,61157.578981631945,number,matched,76863,2000 XD13,2026-03-01,2.31587301,0.16230943,8.381239,15.47,21.535343,123.731216,36.977296,0.279661035771788,47.725025150466536,Main belt
N:29954,29954,1999 JK89,12,6,61109.882760231485,61164.70518318287,number,matched,29954,1999 JK89,2026-03-01,3.0835889,0.0659989,8.994107,13.55,229.451194,159.051525,179.330272,0.18202010615027872,54.822422951387125,Main belt
N:228889,228889,2003 QH70,1,1,61109.71769305556,61109.71769305556,number,matched,228889,2003 QH70,2026-03-01,2.99734619,0.13232776,10.115656,15.48,115.881058,10.985305,0.922219,0.18993225053232474,0.0,Main belt
N:45356,45356,2000 AA102,4,2,61109.64748244213,61110.53207774305,number,matched,45356,2000 AA102,2026-03-01,2.35692979,0.16732218,6.866258,15.28,128.350397,263.333133,106.603355,0.27238557556196286,0.8845953009222285,Main belt
N:56386,56386,2000 EG54,2,2,61109.64748244213,61110.50597900463,number,matched,56386,2000 EG54,2026-03-01,2.21911887,0.12599835,4.965141,15.95,154.772064,277.101849,74.721746,0.2981489087981536,0.8584965624977485,Main belt
N:61018,61018,2000 KA46,2,2,61109.64748244213,61110.51503498843,number,matched,61018,2000 KA46,2026-03-01,2.44266401,0.06668382,6.282734,15.77,237.418981,181.208805,97.782832,0.25817160424437896,0.8675525462967926,Main belt
N:66345,66345,1999 JK71,1,1,61109.64748244213,61109.64748244213,number,matched,66345,1999 JK71,2026-03-01,2.27563011,0.11888789,5.530503,16.14,255.009453,162.544133,106.229133,0.2871121468378094,0.0,Main belt
N:94774,94774,2001 XT108,3,1,61109.64748244213,61109.68824875,number,matched,94774,2001 XT108,2026-03-01,2.24791382,0.1869569,6.110341,15.46,194.986913,287.918731,32.997804,0.29243852706191026,0.04076630786585156,Main belt
N:104097,104097,2000 EH36,2,1,61109.64748244213,61109.667867048614,number,matched,104097,2000 EH36,2026-03-01,3.02453436,0.12686906,10.483649,14.63,247.809507,158.069553,116.512403,0.18737700364598178,0.020384606483276002,Main belt
N:107451,107451,2001 DG20,2,1,61109.64748244213,61109.667867048614,number,matched,107451,2001 DG20,2026-03-01,2.34222491,0.11623565,12.483763,16.71,320.72954,67.73524,134.211025,0.27495472077582933,0.020384606483276002,Main belt
N:144165,144165,2004 BZ105,2,1,61109.64748244213,61109.667867048614,number,matched,144165,2004 BZ105,2026-03-01,2.6727868,0.03119753,4.658643,15.85,16.29459,77.072811,56.333223,0.22555766865554602,0.020384606483276002,Main belt
N:139728,139728,2001 QE250,1,1,61109.667867048614,61109.667867048614,number,matched,139728,2001 QE250,2026-03-01,2.70078592,0.16047693,17.848811,15.25,210.823929,175.828655,132.937341,0.2220592315316542,0.0,Main belt
N:184770,184770,2005 TU9,1,1,61109.667867048614,61109.667867048614,number,matched,184770,2005 TU9,2026-03-01,2.78244344,0.08810696,5.457484,15.96,290.783974,189.68133,40.534661,0.2123560098141295,0.0,Main belt
N:46035,46035,2001 DM32,9,4,61109.76236975694,61150.702625474536,number,matched,46035,2001 DM32,2026-03-01,2.32036966,0.08964684,6.462996,15.99,286.314504,125.514522,138.81635,0.2788484960449094,40.94025571759266,Main belt
N:79495,79495,1998 FC91,13,6,61109.76236975694,61172.6101468287,number,matched,79495,1998 FC91,2026-03-01,3.13149667,0.06395281,9.997878,14.37,267.33281,242.494225,41.411477,0.1778591213429213,62.84777707175817,Main belt
N:125696,125696,2001 XG92,3,2,61109.76236975694,61140.71850361111,number,matched,125696,2001 XG92,2026-03-01,2.45859914,0.08986706,4.9377,16.45,8.780888,112.402478,57.793922,0.25566571093611334,30.956133854168,Main belt
N:599996,599996,2011 EX11,1,1,61109.76236975694,61109.76236975694,number,matched,599996,2011 EX11,2026-03-01,2.38934043,0.08662735,8.556908,17.09,304.842485,96.485145,148.665133,0.26686217789548305,0.0,Main belt
N:21271,21271,1996 RF33,7,3,61109.78681440972,61168.65474375,number,matched,21271,1996 RF33,2026-03-01,5.15861113,0.00909122,6.685396,11.92,75.289788,359.84226,112.769395,0.08412108925504053,58.86792934027471,Jupiter Trojan region
N:111839,111839,2002 EU21,7,5,61109.78681440972,61168.64885662037,number,matched,111839,2002 EU21,2026-03-01,2.50575508,0.13461939,5.457043,15.77,286.564841,189.597749,82.00312,0.2484826926439391,58.862042210646905,Main belt
N:165062,165062,2000 EO119,9,4,61109.78681440972,61150.70850664352,number,matched,165062,2000 EO119,2026-03-01,2.64149824,0.20731727,7.648587,15.72,47.501847,62.192543,51.236337,0.22957711042139323,40.9216922337946,Main belt
N:346076,346076,2007 UA105,1,1,61109.78681440972,61109.78681440972,number,matched,346076,2007 UA105,2026-03-01,3.11525196,0.12492873,6.176424,16.43,139.782699,308.848803,88.66794,0.17925212254852563,0.0,Main belt
N:22079,22079,Kabinoff,16,8,61109.81133390046,61172.60517210648,number,matched,22079,Kabinoff,2026-03-01,2.55056072,0.18177571,6.131525,14.5,177.895999,293.579333,72.198494,0.2419638985296627,62.79383820601652,Main belt
N:54382,54382,2000 KM62,4,3,61109.81133390046,61150.664796377314,number,matched,54382,2000 KM62,2026-03-01,3.04562427,0.17000835,11.680436,13.71,187.128713,205.247018,156.642838,0.1854340940539186,40.85346247685084,Main belt
N:79404,79404,1997 HN10,6,4,61109.81133390046,61150.70850664352,number,matched,79404,1997 HN10,2026-03-01,2.37618333,0.17382824,10.004071,15.47,95.248798,25.904106,42.380403,0.2690816961808634,40.8971727430544,Main belt
N:55960,55960,1998 HX133,3,2,61109.76811027778,61110.7496328125,number,matched,55960,1998 HX133,2026-03-01,3.14869378,0.01766725,13.158904,14.2,141.685831,4.162688,40.15823,0.17640400236484527,0.9815225347192609,Main belt
N:90577,90577,2004 GK33,2,2,61109.76811027778,61110.7496328125,number,matched,90577,2004 GK33,2026-03-01,2.38712096,0.15356869,5.717957,16.4,29.093325,87.167845,54.670449,0.26723444448376993,0.9815225347192609,Main belt
N:85843,85843,1998 YT9,7,2,61109.79256296296,61110.77490278935,number,matched,85843,1998 YT9,2026-03-01,2.22419667,0.15014722,6.079947,15.69,98.764371,313.880309,114.395039,0.29712848905794115,0.9823398263906711,Main belt
N:58010,58010,2002 TB266,3,2,61109.81708693287,61110.77490278935,number,matched,58010,2002 TB266,2026-03-01,2.41629827,0.25472067,5.238916,16.21,41.674074,45.545096,69.801913,0.26240871792628967,0.9578158564836485,Main belt
N:74336,74336,1998 VN14,2,2,61109.81708693287,61110.7496328125,number,matched,74336,1998 VN14,2026-03-01,2.63032037,0.10146915,14.899746,14.56,153.920758,357.499255,30.395157,0.23104208833302842,0.9325458796301973,Main belt
N:94357,94357,2001 QZ178,5,3,61109.81708693287,61150.70636502315,number,matched,94357,2001 QZ178,2026-03-01,2.18686258,0.16382964,8.748677,16.05,252.033798,272.316057,35.42427,0.3047697324846847,40.88927809028246,Main belt
N:23732,23732,Choiseungjae,1,1,61109.775797256945,61109.775797256945,number,matched,23732,Choiseungjae,2026-03-01,2.31697841,0.17867956,5.294697,15.32,206.043813,263.385797,85.618866,0.27946092572760034,0.0,Main belt
N:32325,32325,2000 QG62,8,3,61109.775797256945,61163.72496074074,number,matched,32325,2000 QG62,2026-03-01,3.13355236,0.08002913,7.204776,13.56,219.137401,265.549232,71.140444,0.17768412989356938,53.94916348379775,Main belt
N:47126,47126,1999 CH101,4,2,61109.775797256945,61110.78260914352,number,matched,47126,1999 CH101,2026-03-01,3.04446649,0.10641042,10.630112,14.23,107.752095,278.45744,153.107743,0.18553988219255482,1.0068118865747238,Main belt
N:72227,72227,2001 AA14,4,2,61109.775797256945,61110.75732001157,number,matched,72227,2001 AA14,2026-03-01,2.31002713,0.1105592,4.310723,16.08,52.185092,24.82259,95.97478,0.28072329520468176,0.9815227546278038,Main belt
N:98893,98893,2001 BB44,5,2,61109.775797256945,61110.78260914352,number,matched,98893,2001 BB44,2026-03-01,2.58060618,0.18475548,6.04852,15.59,30.640004,19.040446,121.403662,0.23775051937197858,1.0068118865747238,Main belt
N:137939,137939,2000 BW35,1,1,61109.775797256945,61109.775797256945,number,matched,137939,2000 BW35,2026-03-01,2.37326703,0.13598958,4.727616,16.49,356.886949,92.096161,94.90383,0.26957782491013893,0.0,Main belt
N:25501,25501,1999 XK91,4,3,61109.80029085648,61168.65474375,number,matched,25501,1999 XK91,2026-03-01,2.14656153,0.2105039,5.527444,15.6,217.202387,246.435186,95.133657,0.3133928335506702,58.85445289351628,Main belt
N:77901,77901,2001 TQ141,6,2,61109.7974843287,61110.779782997684,number,matched,77901,2001 TQ141,2026-03-01,3.06572717,0.07631881,10.601228,13.87,258.179531,246.807213,52.147305,0.18361316619707496,0.982298668983276,Main belt
N:23156,23156,2000 DM3,2,1,61109.831770509256,61109.889401863424,number,matched,23156,2000 DM3,2026-03-01,2.18859482,0.11621133,5.165868,15.57,100.205051,322.398537,110.772372,0.30440797307647965,0.05763135416782461,Main belt
