night,path,exists,mtime_utc,sha256,parse_status,parameter_line,declared_group_n,skip_reason_counts,group_started_n,group_complete_n,group_failed_n,exposure_group_membership_n,grouped_gaia_input_detection_n,common_area_survivor_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,missing_stage_group_n,duplicate_stage_line_n
20260201,/pipeline/xiaoyunao/data/heliolincrr/20260201/tracklets_linreproj/make_tracklet.log,True,2026-05-14T23:07:15.328042+00:00,9f2f02cc2d65decebb5073c5280656566d4bd6c05a0837a6cc700eb1402e1112,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,77,"{""no tracklets"": 4}",77,77,0,203,54052,54052,29957,18837,3044,0,0
20260202,/pipeline/xiaoyunao/data/heliolincrr/20260202/tracklets_linreproj/make_tracklet.log,True,2026-05-14T23:16:32.334856+00:00,fe02ec7ea40418a913dedffa73cffb06cf2112e0a539e0231ef2ab58fac5e13e,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,173,{},173,173,0,493,149573,149573,86405,49561,7525,0,0
20260203,/pipeline/xiaoyunao/data/heliolincrr/20260203/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260204,/pipeline/xiaoyunao/data/heliolincrr/20260204/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260205,/pipeline/xiaoyunao/data/heliolincrr/20260205/tracklets_linreproj/make_tracklet.log,True,2026-05-14T23:31:52.306896+00:00,7e4277dd1960210eb490d7bacf0e1936d5ec8c4dd3e59b87e950bd50117b964f,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,92,"{""no tracklets"": 4}",92,92,0,281,196820,196820,163570,80090,3764,0,0
20260206,/pipeline/xiaoyunao/data/heliolincrr/20260206/tracklets_linreproj/make_tracklet.log,True,2026-05-14T23:38:23.836283+00:00,830f8d029bcafca149f54bbceacba137b9b41790bf58f39d6c4e116cbdaf17a3,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,75,{},75,75,0,234,166529,166529,135761,60016,3273,0,0
20260207,/pipeline/xiaoyunao/data/heliolincrr/20260207/tracklets_linreproj/make_tracklet.log,True,2026-05-14T23:46:14.945544+00:00,ddc746326df6f73af429586b22925a91d27b260454e7c7cfaab1a9864d8a9c51,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,149,{},149,149,0,477,332691,332691,277948,100681,8024,0,0
20260208,/pipeline/xiaoyunao/data/heliolincrr/20260208/tracklets_linreproj/make_tracklet.log,True,2026-05-15T00:12:24.304985+00:00,03c48f640b68a041aac966ad8f2673031a2f4389a4f6c84bbf6742aa294e48b0,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,156,{},156,156,0,469,435793,435793,377015,121779,11307,0,0
20260209,/pipeline/xiaoyunao/data/heliolincrr/20260209/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260210,/pipeline/xiaoyunao/data/heliolincrr/20260210/tracklets_linreproj/make_tracklet.log,True,2026-05-15T00:38:31.841787+00:00,c87c4e2543cea1771e045a23e69eb3e00b22e638065fc6a24f42b625d589c492,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,53,{},53,53,0,138,157784,157784,139189,38330,3874,0,0
20260211,/pipeline/xiaoyunao/data/heliolincrr/20260211/tracklets_linreproj/make_tracklet.log,True,2026-05-15T00:46:52.032797+00:00,a8411467322c8261b066c9b1bb54dc5e50530d029fbc25f8d65660f8aaeb120a,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,145,{},145,145,0,407,447769,447769,399690,104229,10268,0,0
20260212,/pipeline/xiaoyunao/data/heliolincrr/20260212/tracklets_linreproj/make_tracklet.log,True,2026-05-15T01:12:24.445709+00:00,c7601463dae99d08b10fd1c757ba9d6ff12a3f7d76c7e8d661efc07c634e9d1d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,111,"{""no tracklets"": 1}",111,111,0,287,265043,265043,234719,87545,4229,0,0
20260213,/pipeline/xiaoyunao/data/heliolincrr/20260213/tracklets_linreproj/make_tracklet.log,True,2026-05-15T01:20:43.309952+00:00,12ba1d946efc153c96fc602b747521671bea7ab85284402ea22b1c6b60c3d071,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,117,{},117,117,0,369,350668,350668,309311,85170,9498,0,0
20260214,/pipeline/xiaoyunao/data/heliolincrr/20260214/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
