night,raw_science_n,l2_mp_n,plan_n,plan_matched_raw_n,known_predicted_n,known_match1_n,known_mask15_n,known_ades_n,known_mpc_state,gaia_survivor_n,grouped_gaia_input_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,link_n,orbit_fit_n,orbit_is_good_n,unknown_n,review_real_n,submit_real_n,audit_initial_n,audit_real_n,unknown_mpc_state,quality_code,quality_reason,code_commit,input_manifest_hash,raw_all_mp_n,raw_not_in_plan_n,plan_not_acquired_n,acquired_frame_plan_compliance,planned_frame_realization,summary_known_mask15_n,masked_catalog_detection_n,link_member_n,link_all_non_known_n,orbit_fit_non_known_n,orbit_is_good_non_known_n,known_after_gaia_n,known_ge3_object_n,known_ge3_linked_object_n,summary_exists,mag_flag_prefilter_detection_n,gaia_removed_n,gaia_ok_file_n,gaia_log_file_n,gaia_status_counts,tracklet_stage_state,common_area_survivor_detection_n,tracklet_log_n,tracklet_group_n,tracklet_skip_reason_counts,primary_science_included,unknown_science_included,l2_detection_n,tracklet_count_log_minus_summary
20260223,84,84,0,0,29100,1939,1986,996,reply_received,115756,74965,70017,17427,1436,284,284,284,2,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,84,84,0,0.0,,1986,115756,598,2,2,2,1866,308,273,True,1159501,1043745,84,84,"{""ok"": 84}",ok,74965,1436,13,{},True,True,1294699,0.0
20260224,47,47,0,0,20538,426,442,37,reply_received,11608,9198,5024,3171,303,0,0,0,0,0,0,0,0,true_zero_catalog,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,47,47,0,0.0,,442,11608,0,0,0,0,412,11,0,True,669087,657479,47,47,"{""ok"": 47}",ok,9198,303,18,{},True,True,735211,0.0
20260225,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260226,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260227,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260228,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260301,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260302,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260303,185,184,0,0,62213,1895,1976,1054,reply_received,86565,85120,56795,25833,2807,261,261,261,9,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,185,185,0,0.0,,1976,86565,526,9,9,9,1800,311,237,True,3178489,3091924,184,184,"{""ok"": 184}",ok,85120,2807,61,"{""no tracklets"": 3}",True,True,3605888,0.0
20260304,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260305,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260306,313,313,0,0,87107,2553,2759,1046,reply_received,146657,135516,98230,45399,3297,235,232,232,9,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,313,313,0,0.0,,2759,146657,475,12,9,9,2250,320,216,True,12604777,12458120,313,313,"{""ok"": 313}",ok,135516,3297,108,{},True,True,16385534,0.0
20260307,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260308,235,234,0,0,52060,1619,1732,884,reply_received,131852,123140,91994,39687,3198,242,240,240,15,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,235,235,0,0.0,,1732,131852,494,17,15,15,1472,271,209,True,8975526,8843674,234,234,"{""ok"": 234}",ok,123140,3198,75,"{""no tracklets"": 1}",True,True,11821656,0.0
20260309,182,182,0,0,61796,1087,1136,819,reply_received,50853,50853,32354,13395,1424,216,216,216,8,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,182,182,0,0.0,,1136,50853,535,8,8,8,1055,221,194,True,1504673,1453820,182,182,"{""ok"": 182}",ok,50853,1424,49,{},True,True,1645796,0.0
20260310,457,457,0,0,137732,6791,6965,4934,reply_received,382516,377035,328288,92717,9213,1360,1360,1360,87,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,457,457,0,0.0,,6965,382516,2778,87,87,87,6374,1483,1203,True,7411500,7028984,457,457,"{""ok"": 457}",ok,377035,9213,147,{},True,True,8284844,0.0
20260311,408,408,0,0,128380,6973,7119,5090,reply_received,350829,350829,310847,86773,9031,1367,1367,1367,69,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,408,408,0,0.0,,7119,350829,2751,69,69,69,6402,1517,1226,True,6058225,5707396,408,408,"{""ok"": 408}",ok,350829,9031,135,{},True,True,6817646,0.0
20260312,335,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,raw_without_l2;l2_missing,missing_l2,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,335,335,0,0.0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260313,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260314,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260315,127,127,0,0,54901,2244,2284,1308,reply_received,81666,79843,67388,25293,2167,311,311,311,5,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,127,127,0,0.0,,2284,81666,622,5,5,5,2137,401,296,True,1139466,1057800,127,127,"{""ok"": 127}",ok,79843,2167,44,{},True,True,1259275,0.0
20260316,140,140,0,0,61342,2477,2539,1391,reply_received,96775,82106,68168,24456,2335,380,380,380,16,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,140,140,0,0.0,,2539,96775,771,16,16,16,2410,423,347,True,1360582,1263807,140,140,"{""ok"": 140}",ok,82106,2335,43,{},True,True,1498680,0.0
20260317,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260318,99,93,0,0,43773,3318,3390,2239,reply_received,159795,135918,126334,28060,3472,647,647,647,18,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,99,99,0,0.0,,3390,159795,1298,18,18,18,3230,690,596,True,1155837,996042,93,93,"{""ok"": 93}",ok,135918,3472,26,{},True,True,1271043,0.0
20260319,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260320,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260321,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260322,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260323,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260324,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260325,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260326,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260327,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260328,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260329,0,0,579,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,579,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260330,308,304,414,243,107231,1175,1264,728,reply_received,60075,56198,25404,18576,1378,173,173,173,9,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,308,65,171,0.788961038961039,0.5869565217391305,1264,60075,443,9,9,9,1037,193,155,True,5032449,4972374,301,304,"{""empty_after_prefilter"": 3, ""ok"": 301}",ok,56198,1378,88,"{""fewer than 2 exposures with sources after common-area cut"": 2, ""no tracklets"": 7}",True,True,5742076,0.0
20260331,342,342,414,306,108017,1736,1803,1549,reply_received,73104,73104,34692,19660,2657,250,250,250,28,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,342,36,108,0.8947368421052632,0.7391304347826086,1803,73104,1105,28,28,28,1600,259,205,True,4076682,4003578,342,342,"{""ok"": 342}",ok,73104,2657,64,{},True,True,4620882,0.0
20260401,365,363,411,326,118218,1188,1274,974,reply_received,64324,64324,30173,18695,1789,188,188,188,19,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,365,39,85,0.8931506849315068,0.7931873479318735,1274,64324,569,19,19,19,1096,211,155,True,3854787,3790463,361,363,"{""empty_after_prefilter"": 2, ""ok"": 361}",ok,64324,1789,76,{},True,True,4329214,0.0
20260402,0,0,408,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,408,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260403,232,232,405,185,74900,1804,1916,1240,reply_received,90443,79980,52495,26527,2068,302,302,302,15,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,232,47,220,0.7974137931034483,0.4567901234567901,1916,90443,795,15,15,15,1727,322,275,True,6343801,6253358,232,232,"{""ok"": 232}",ok,79980,2068,49,{},True,True,7349508,0.0
20260404,74,74,405,74,32075,796,826,611,reply_received,29628,29009,21627,7096,729,117,117,117,2,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,74,0,331,1.0,0.18271604938271604,826,29628,240,2,2,2,787,189,111,True,777468,747840,74,74,"{""ok"": 74}",ok,29009,729,22,{},True,True,849532,0.0
20260405,115,114,402,115,50157,2553,2648,1660,reply_received,136671,136671,124149,36830,2427,303,303,303,7,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,115,0,287,1.0,0.2860696517412935,2648,136671,669,7,7,7,2486,469,281,True,1546641,1409970,114,114,"{""ok"": 114}",ok,136671,2427,40,{},True,True,1715710,0.0
20260406,387,387,399,387,160663,8395,8679,6851,reply_received,393293,393293,348686,84835,8815,1491,1491,1491,61,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,387,0,12,1.0,0.9699248120300752,8679,393293,3783,61,61,61,8185,1773,1362,True,4592701,4199408,387,387,"{""ok"": 387}",ok,393293,8815,105,{},True,True,5050742,0.0
20260407,380,380,399,380,151761,7933,8166,6540,reply_received,381625,381625,336964,78948,9674,1470,1470,1470,98,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,380,0,19,1.0,0.9523809523809523,8166,381625,4028,98,98,98,7754,1594,1267,True,4766943,4385318,380,380,"{""ok"": 380}",ok,381625,9674,93,{},True,True,5271162,0.0
20260408,0,0,397,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,397,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260409,0,0,394,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,394,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260410,235,235,392,235,88515,6261,6426,4496,reply_received,285772,259904,237790,58066,6385,1151,1151,1151,27,3,3,3,3,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,235,0,157,1.0,0.5994897959183674,6426,285772,2789,27,27,27,5987,1232,1063,True,3953399,3667627,235,235,"{""ok"": 235}",ok,259904,6385,66,{},True,True,4373816,0.0
20260411,149,137,390,149,57085,1336,1410,966,reply_received,63120,62521,48338,16323,1496,168,168,168,7,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,149,0,241,1.0,0.382051282051282,1410,63120,406,7,7,7,1298,258,155,True,1221502,1158382,137,137,"{""ok"": 137}",ok,62521,1496,35,{},True,True,1344242,0.0
20260412,27,27,388,27,9517,195,205,0,matched_without_ades,7466,2563,1671,1641,7,0,0,0,0,0,0,0,0,true_zero_catalog,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,27,0,361,1.0,0.06958762886597938,205,7466,0,0,0,0,193,0,0,True,263711,256245,27,27,"{""ok"": 27}",ok,2563,7,5,"{""no tracklets"": 2}",True,True,285902,0.0
20260413,107,0,386,107,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,raw_without_l2;l2_missing,missing_l2,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,107,0,279,1.0,0.2772020725388601,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260414,107,105,383,97,35394,499,520,0,matched_without_ades,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,107,10,286,0.9065420560747663,0.25326370757180156,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,missing,0,0,0,{},True,True,978906,
20260415,0,0,381,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,53,0,381,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260416,0,0,379,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,379,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260417,0,0,377,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,377,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260418,0,0,374,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,374,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260419,0,0,372,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,372,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260420,345,345,372,345,138784,8194,8480,6581,reply_received,403928,403599,360536,96693,10746,1750,1750,1750,106,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,345,0,27,1.0,0.9274193548387096,8480,403928,4257,106,106,106,7966,1800,1544,True,4807851,4403923,345,345,"{""ok"": 345}",ok,403599,10746,89,{},True,True,5301856,0.0
20260421,0,0,369,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,369,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260422,90,90,366,90,30835,1278,1310,948,reply_received,60940,56825,48045,13510,1315,220,220,220,7,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,90,0,276,1.0,0.2459016393442623,1310,60940,570,7,7,7,1208,240,196,True,810974,750034,90,90,"{""ok"": 90}",ok,56825,1315,22,{},True,True,907458,0.0
20260423,92,91,363,92,32057,855,876,501,reply_received,28082,22825,18389,7363,627,118,118,118,1,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,92,0,271,1.0,0.2534435261707989,876,28082,240,1,1,1,630,149,109,True,633230,605148,91,91,"{""ok"": 91}",ok,22825,627,22,{},True,True,795442,0.0
20260424,0,0,363,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,363,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260425,104,104,360,104,38743,477,493,301,reply_received,22802,19881,8760,5814,456,53,53,53,2,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,104,0,256,1.0,0.28888888888888886,493,22802,147,2,2,2,453,75,50,True,565395,542593,104,104,"{""ok"": 104}",ok,19881,456,22,{},True,True,654126,0.0
20260426,143,142,357,143,51548,626,667,355,reply_received,38231,38043,21244,12664,884,103,94,94,1,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,143,0,214,1.0,0.4005602240896359,667,38231,215,10,1,1,610,111,91,True,1949086,1910855,142,142,"{""ok"": 142}",ok,38043,884,44,"{""no tracklets"": 1}",True,True,2214168,0.0
