healpix_nside,healpix_ordering,pixel,ra_deg,dec_deg,matched_detection_n
64,RING,9908,73.125,36.42357364233115,51
64,RING,9909,74.53125,36.42357364233115,46
64,RING,9910,75.9375,36.42357364233115,61
64,RING,9911,77.34375,36.42357364233115,47
64,RING,9912,78.75,36.42357364233115,25
64,RING,9913,80.15625,36.42357364233115,34
64,RING,9914,81.56249999999999,36.42357364233115,39
64,RING,9915,82.96875,36.42357364233115,53
64,RING,9916,84.37499999999999,36.42357364233115,56
64,RING,9917,85.78124999999999,36.42357364233115,41
64,RING,9918,87.18749999999999,36.42357364233115,20
64,RING,9919,88.59375,36.42357364233115,53
64,RING,9920,90.0,36.42357364233115,36
64,RING,9921,91.40625,36.42357364233115,40
64,RING,9922,92.8125,36.42357364233115,44
64,RING,9923,94.21875,36.42357364233115,47
64,RING,9924,95.625,36.42357364233115,40
64,RING,9925,97.03124999999999,36.42357364233115,49
64,RING,9926,98.4375,36.42357364233115,50
64,RING,9927,99.84374999999999,36.42357364233115,42
64,RING,9928,101.24999999999999,36.42357364233115,59
64,RING,9929,102.65624999999999,36.42357364233115,89
64,RING,9930,104.0625,36.42357364233115,69
64,RING,9931,105.46875,36.42357364233115,75
64,RING,9932,106.875,36.42357364233115,41
64,RING,9933,108.28125,36.42357364233115,57
64,RING,9934,109.6875,36.42357364233115,32
64,RING,9935,111.09375,36.42357364233115,26
64,RING,9936,112.49999999999999,36.42357364233115,23
64,RING,9937,113.90625,36.42357364233115,20
64,RING,9938,115.31249999999997,36.42357364233115,48
64,RING,9939,116.71875000000001,36.42357364233115,41
64,RING,9940,118.125,36.42357364233115,35
64,RING,9941,119.53125,36.42357364233115,37
64,RING,9942,120.9375,36.42357364233115,29
64,RING,9943,122.34374999999999,36.42357364233115,62
64,RING,9944,123.74999999999999,36.42357364233115,47
64,RING,9945,125.15624999999999,36.42357364233115,44
64,RING,9946,126.5625,36.42357364233115,44
64,RING,9947,127.96874999999997,36.42357364233115,38
64,RING,9948,129.375,36.42357364233115,31
64,RING,9949,130.78124999999997,36.42357364233115,1
64,RING,9950,132.1875,36.42357364233115,3
64,RING,9951,133.59375,36.42357364233115,2
64,RING,9952,135.0,36.42357364233115,2
64,RING,9953,136.40625,36.42357364233115,4
64,RING,9954,137.8125,36.42357364233115,3
64,RING,9955,139.21875,36.42357364233115,12
64,RING,9956,140.62499999999997,36.42357364233115,11
64,RING,9957,142.03125,36.42357364233115,9
64,RING,9958,143.43749999999997,36.42357364233115,4
64,RING,9960,146.25,36.42357364233115,1
64,RING,9961,147.65625,36.42357364233115,1
64,RING,9962,149.0625,36.42357364233115,5
64,RING,9968,157.5,36.42357364233115,3
64,RING,10137,35.85937499999999,35.68533471265204,4
64,RING,10140,40.078125,35.68533471265204,2
64,RING,10141,41.484375,35.68533471265204,1
64,RING,10142,42.89062499999999,35.68533471265204,3
64,RING,10144,45.703125,35.68533471265204,5
64,RING,10145,47.109375,35.68533471265204,42
64,RING,10146,48.51562499999999,35.68533471265204,8
64,RING,10147,49.92187499999999,35.68533471265204,37
64,RING,10148,51.32812499999999,35.68533471265204,36
64,RING,10149,52.734375,35.68533471265204,29
64,RING,10150,54.140625,35.68533471265204,23
64,RING,10151,55.546875,35.68533471265204,53
64,RING,10152,56.953125,35.68533471265204,38
64,RING,10153,58.35937500000001,35.68533471265204,26
64,RING,10154,59.765625,35.68533471265204,64
64,RING,10155,61.17187499999999,35.68533471265204,33
64,RING,10156,62.57812499999999,35.68533471265204,43
64,RING,10157,63.984374999999986,35.68533471265204,44
64,RING,10158,65.39062499999999,35.68533471265204,38
64,RING,10159,66.796875,35.68533471265204,48
64,RING,10160,68.203125,35.68533471265204,48
64,RING,10161,69.609375,35.68533471265204,81
64,RING,10162,71.015625,35.68533471265204,44
64,RING,10163,72.421875,35.68533471265204,72
64,RING,10164,73.828125,35.68533471265204,54
64,RING,10165,75.234375,35.68533471265204,72
64,RING,10166,76.64062499999999,35.68533471265204,29
64,RING,10167,78.04687499999999,35.68533471265204,34
64,RING,10168,79.45312499999999,35.68533471265204,41
64,RING,10169,80.859375,35.68533471265204,24
64,RING,10170,82.265625,35.68533471265204,33
64,RING,10171,83.671875,35.68533471265204,42
64,RING,10172,85.078125,35.68533471265204,68
64,RING,10173,86.484375,35.68533471265204,27
64,RING,10174,87.890625,35.68533471265204,41
64,RING,10175,89.29687499999999,35.68533471265204,31
64,RING,10176,90.703125,35.68533471265204,27
64,RING,10177,92.10937499999999,35.68533471265204,28
64,RING,10178,93.51562499999999,35.68533471265204,42
64,RING,10179,94.92187499999999,35.68533471265204,33
64,RING,10180,96.328125,35.68533471265204,24
64,RING,10181,97.734375,35.68533471265204,53
64,RING,10182,99.140625,35.68533471265204,37
64,RING,10183,100.546875,35.68533471265204,17
64,RING,10184,101.953125,35.68533471265204,63
64,RING,10185,103.359375,35.68533471265204,46
64,RING,10186,104.76562499999999,35.68533471265204,61
64,RING,10187,106.171875,35.68533471265204,64
64,RING,10188,107.57812499999999,35.68533471265204,58
64,RING,10189,108.98437499999999,35.68533471265204,68
64,RING,10190,110.39062499999999,35.68533471265204,49
64,RING,10191,111.796875,35.68533471265204,57
64,RING,10192,113.203125,35.68533471265204,30
64,RING,10193,114.60937499999999,35.68533471265204,36
64,RING,10194,116.01562499999999,35.68533471265204,40
64,RING,10195,117.42187499999999,35.68533471265204,36
64,RING,10196,118.828125,35.68533471265204,24
64,RING,10197,120.23437499999997,35.68533471265204,52
64,RING,10198,121.640625,35.68533471265204,36
64,RING,10199,123.04687499999996,35.68533471265204,82
64,RING,10200,124.45312500000001,35.68533471265204,36
64,RING,10201,125.859375,35.68533471265204,65
64,RING,10202,127.265625,35.68533471265204,37
64,RING,10203,128.671875,35.68533471265204,27
64,RING,10204,130.078125,35.68533471265204,42
64,RING,10205,131.484375,35.68533471265204,34
64,RING,10206,132.89062499999997,35.68533471265204,6
64,RING,10207,134.296875,35.68533471265204,27
64,RING,10208,135.70312499999997,35.68533471265204,12
64,RING,10209,137.109375,35.68533471265204,4
64,RING,10210,138.51562499999997,35.68533471265204,16
64,RING,10211,139.921875,35.68533471265204,3
64,RING,10212,141.328125,35.68533471265204,1
64,RING,10213,142.734375,35.68533471265204,6
64,RING,10214,144.140625,35.68533471265204,1
64,RING,10216,146.953125,35.68533471265204,11
64,RING,10217,148.35937499999997,35.68533471265204,2
64,RING,10220,152.578125,35.68533471265204,2
64,RING,10222,155.39062499999997,35.68533471265204,3
64,RING,10226,161.01562499999997,35.68533471265204,2
64,RING,10227,162.421875,35.68533471265204,2
64,RING,10394,36.5625,34.95386525718846,4
64,RING,10396,39.375,34.95386525718846,2
64,RING,10397,40.78124999999999,34.95386525718846,1
64,RING,10399,43.59374999999999,34.95386525718846,17
64,RING,10401,46.40625,34.95386525718846,37
64,RING,10402,47.8125,34.95386525718846,43
64,RING,10403,49.21875,34.95386525718846,29
64,RING,10404,50.62499999999999,34.95386525718846,56
64,RING,10405,52.03125,34.95386525718846,20
64,RING,10406,53.4375,34.95386525718846,49
64,RING,10407,54.84375,34.95386525718846,36
64,RING,10408,56.24999999999999,34.95386525718846,26
64,RING,10409,57.656249999999986,34.95386525718846,62
64,RING,10410,59.0625,34.95386525718846,17
64,RING,10411,60.46875,34.95386525718846,40
64,RING,10412,61.87499999999999,34.95386525718846,55
64,RING,10413,63.28125,34.95386525718846,93
64,RING,10414,64.6875,34.95386525718846,40
64,RING,10415,66.09375,34.95386525718846,65
64,RING,10416,67.5,34.95386525718846,59
