night,plan_archive_available,plan_active_acquired_cohort,plan_exposure_n,acquired_strict_frame_n,plan_active_acquired_frame_denominator_n,plan_active_cohort_matched_frame_n,full_interval_acquired_without_plan_archive_n,multiset_matched_frame_n,acquired_frame_plan_compliance,planned_frame_realization,normal_planned_n,normal_matched_n,near_sun_planned_n,near_sun_matched_n,planned_revisit_interval_median_s,actual_revisit_interval_median_s,actual_gap_proxy_median_s,quality_code,input_manifest_hash
20260404,True,True,405,74,74,74,0,74,1.0,0.18271604938271604,396,74,9,0,1800.0,1849.9125,52.748999999999995,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260405,True,True,402,115,115,115,0,115,1.0,0.2860696517412935,396,115,6,0,1800.0,1854.1640000000002,52.784000000000006,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260406,True,True,399,387,387,387,0,387,1.0,0.9699248120300752,396,385,3,2,1800.0,1856.809,53.12,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260407,True,True,399,380,380,380,0,380,1.0,0.9523809523809523,396,380,3,0,1800.0,1860.491,53.82599999999999,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260408,True,False,397,0,0,0,0,0,,0.0,396,0,1,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260409,True,False,394,0,0,0,0,0,,0.0,394,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260410,True,True,392,235,235,235,0,235,1.0,0.5994897959183674,392,235,0,0,1800.0,1867.3395,53.6635,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260411,True,True,390,149,149,149,0,149,1.0,0.382051282051282,390,149,0,0,1800.0,1845.879,53.004999999999995,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260412,True,True,388,27,27,27,0,27,1.0,0.06958762886597938,388,27,0,0,1800.0,1876.989,52.6725,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260413,True,True,386,107,107,107,0,107,1.0,0.2772020725388601,386,107,0,0,1800.0,,,raw_without_l2;l2_missing,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260414,True,True,383,107,107,97,0,97,0.9065420560747663,0.25326370757180156,383,97,0,0,1800.0,1883.558,53.4815,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260415,True,False,381,0,0,0,0,0,,0.0,381,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260416,True,False,379,0,0,0,0,0,,0.0,379,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260417,True,False,377,0,0,0,0,0,,0.0,377,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260418,True,False,374,0,0,0,0,0,,0.0,374,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260419,True,False,372,0,0,0,0,0,,0.0,330,0,42,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,372,345,345,345,0,345,1.0,0.9274193548387096,330,310,42,35,1800.0,1882.629,53.835,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260421,True,False,369,0,0,0,0,0,,0.0,330,0,39,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260422,True,True,366,90,90,90,0,90,1.0,0.2459016393442623,330,90,36,0,1800.0,1900.4475,54.397000000000006,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260423,True,True,363,92,92,92,0,92,1.0,0.2534435261707989,330,92,33,0,1800.0,1895.0430000000001,53.7575,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260424,True,False,363,0,0,0,0,0,,0.0,330,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260425,True,True,360,104,104,104,0,104,1.0,0.28888888888888886,330,104,30,0,1800.0,1860.5895,54.102999999999994,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260426,True,True,357,143,143,143,0,143,1.0,0.4005602240896359,330,143,27,0,1800.0,1886.262,57.584,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260427,True,True,354,224,224,224,0,224,1.0,0.632768361581921,330,224,24,0,1800.0,1882.0085,52.989999999999995,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260428,True,True,354,329,329,329,0,329,1.0,0.9293785310734464,330,305,24,24,1800.0,1861.356,52.8255,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260429,True,True,351,298,298,298,0,298,1.0,0.8490028490028491,330,277,21,21,1800.0,1842.0335,52.165000000000006,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260430,True,True,348,48,48,48,0,48,1.0,0.13793103448275862,330,48,18,0,1800.0,1916.717,54.19199999999999,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260501,True,False,348,0,0,0,0,0,,0.0,330,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260502,True,False,345,0,0,0,0,0,,0.0,330,0,15,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260503,True,True,330,328,328,277,0,277,0.8445121951219512,0.8393939393939394,312,259,18,18,1800.0,1860.557,52.453,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260504,True,True,333,327,327,303,0,303,0.926605504587156,0.9099099099099099,318,288,15,15,1800.0,1859.85,52.711999999999996,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260505,True,False,339,0,0,0,0,0,,0.0,330,0,9,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260506,True,True,336,147,147,147,0,147,1.0,0.4375,330,145,6,2,1800.0,1886.22,52.873,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260507,True,True,336,142,142,142,0,142,1.0,0.4226190476190476,330,136,6,6,1800.0,1804.2725,51.931,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260508,True,True,333,224,224,224,0,224,1.0,0.6726726726726727,330,224,3,0,1800.0,1882.2635,54.14,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260509,True,True,332,200,200,200,0,200,1.0,0.6024096385542169,330,198,2,2,1800.0,1881.741,52.673,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260510,True,False,330,0,0,0,0,0,,0.0,330,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260511,True,False,327,0,0,0,0,0,,0.0,327,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260512,True,True,326,240,240,240,0,240,1.0,0.7361963190184049,326,240,0,0,1800.0,1872.819,54.016000000000005,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260513,True,False,324,0,0,0,0,0,,0.0,324,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260514,True,False,322,0,0,0,0,0,,0.0,322,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260515,True,False,321,0,0,0,0,0,,0.0,321,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260516,True,False,318,0,0,0,0,0,,0.0,318,0,0,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260517,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260518,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260519,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260520,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260521,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260522,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260523,True,False,306,0,0,0,0,0,,0.0,264,0,42,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260524,True,False,306,0,0,0,0,0,,0.0,264,0,42,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260525,True,False,303,0,0,0,0,0,,0.0,264,0,39,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260526,True,False,303,0,0,0,0,0,,0.0,264,0,39,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260527,True,False,300,0,0,0,0,0,,0.0,264,0,36,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260528,True,True,300,279,279,235,0,235,0.8422939068100358,0.7833333333333333,264,199,36,36,1800.0,1796.566,50.757,quarantine_unknown,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260529,True,True,294,296,296,278,0,278,0.9391891891891891,0.9455782312925171,258,242,36,36,1800.0,1805.0790000000002,46.138000000000005,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260530,True,True,294,275,275,257,0,257,0.9345454545454546,0.8741496598639455,258,221,36,36,1800.0,1858.151,51.245,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260531,True,False,291,0,0,0,0,0,,0.0,258,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260601,True,True,276,298,298,272,0,272,0.912751677852349,0.9855072463768116,237,233,39,39,1800.0,1834.5700000000002,51.872,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260602,True,False,273,0,0,0,0,0,,0.0,234,0,39,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260603,True,False,285,0,0,0,0,0,,0.0,252,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260604,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260605,True,True,291,2,2,2,0,2,1.0,0.006872852233676976,264,2,27,0,1800.0,,53.553,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260606,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260607,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260608,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260609,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260610,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260611,True,True,285,270,270,270,0,270,1.0,0.9473684210526315,264,264,21,6,1800.0,1839.344,52.4875,quarantine_unknown,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260612,True,False,285,0,0,0,0,0,,0.0,264,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260613,True,False,285,0,0,0,0,0,,0.0,264,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260614,True,False,285,0,0,0,0,0,,0.0,264,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260615,True,False,285,0,0,0,0,0,,0.0,264,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260616,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260617,True,True,282,27,27,27,0,27,1.0,0.09574468085106383,264,27,18,0,1800.0,1885.902,53.701,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260618,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260619,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260620,True,True,282,227,227,227,0,227,1.0,0.8049645390070922,264,209,18,18,1800.0,1738.1644999999999,51.7855,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260621,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260622,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260623,True,False,285,0,0,0,0,0,,0.0,264,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260624,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260625,True,False,282,0,0,0,0,0,,0.0,264,0,18,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260626,True,False,279,0,0,0,0,0,,0.0,258,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260627,True,False,273,0,0,0,0,0,,0.0,246,0,27,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260628,True,False,282,0,0,0,0,0,,0.0,261,0,21,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260629,True,False,276,0,0,0,0,0,,0.0,249,0,27,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260630,True,False,267,0,0,0,0,0,,0.0,234,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260701,True,False,273,0,0,0,0,0,,0.0,243,0,30,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260702,True,False,288,0,0,0,0,0,,0.0,264,0,24,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260703,True,False,288,0,0,0,0,0,,0.0,264,0,24,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260704,False,False,0,0,0,0,0,0,,,0,0,0,0,,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260705,True,False,288,0,0,0,0,0,,0.0,264,0,24,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260706,True,False,291,0,0,0,0,0,,0.0,264,0,27,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260707,True,False,291,0,0,0,0,0,,0.0,264,0,27,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260708,True,False,291,0,0,0,0,0,,0.0,264,0,27,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260709,True,False,294,0,0,0,0,0,,0.0,264,0,30,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260710,True,False,294,0,0,0,0,0,,0.0,264,0,30,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260711,True,False,294,0,0,0,0,0,,0.0,264,0,30,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260712,True,False,297,0,0,0,0,0,,0.0,264,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260713,True,False,297,0,0,0,0,0,,0.0,264,0,33,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260714,True,False,300,0,0,0,0,0,,0.0,264,0,36,0,1800.0,,,no_strict_raw,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260715,True,True,300,50,50,50,0,50,1.0,0.16666666666666666,264,50,36,0,1800.0,1864.7255,53.531000000000006,quality_ok,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
